sample_id,iteration,seed,cleaned_cells,agents
0,0,222863508802533238306729717820635368728,70.0,[79]
0,1,288102567146656907269038701941574793658,46.15384615384615,[82]
0,2,36950416063965512491974529083877881489,69.56521739130434,[82]
0,3,116159517069740325006417226136666187119,60.0,[84]
0,4,289090074637275516488623894241905385793,52.0,[81]
0,5,59052200390287906046668256187560234842,86.66666666666667,[77]
0,6,180598952155815758077930776527996366735,54.54545454545455,[85]
0,7,321761164878607896937995772970733164983,42.857142857142854,[74]
0,8,247885165580321393274817205021166677552,69.56521739130434,[86]
0,9,156520844135227720931871113355833548878,60.0,[78]
0,10,261639296303730171847151220062585455187,52.63157894736842,[82]
0,11,303174529750125312041023888218528418892,69.56521739130434,[83]
0,12,107890773014468474644273686372643563324,59.09090909090909,[83]
0,13,258395035471516906460422367567495754871,54.54545454545455,[83]
0,14,318121582806472986849489308046901478077,79.16666666666667,[86]
0,15,198120272152138091074432221212999995791,61.111111111111114,[82]
0,16,241898216783296198859705231772275739559,35.294117647058826,[77]
0,17,194333359721395783321109295573622454946,59.09090909090909,[83]
0,18,180351597510444405303790924334952979361,66.66666666666667,[82]
0,19,213569640124390455503385659001568746863,66.66666666666667,[87]
0,20,326708102457266626110581776441289061614,70.37037037037037,[72]
0,21,48738263601787761464023289129775615471,50.0,[86]
0,22,255282315522056172081132237789571235643,81.25,[81]
0,23,272231461411731358218984812046389348224,57.142857142857146,[85]
0,24,135743617953474593618813665644170879569,52.38095238095238,[82]
0,25,88366095284981163684201341713869985680,73.07692307692308,[88]
0,26,319899738413159990763237183644447458750,66.66666666666667,[91]
0,27,196572592473706567774342142937821580464,62.5,[78]
0,28,114791932323413827492626382599257538243,33.333333333333336,[89]
0,29,231361349653288065104783877519947389174,73.33333333333333,[77]
1,0,285506729946310307429999652450119391966,0.0,"[81, 73, 80, 77, 78, 74]"
1,1,242337502878257301764406297137582759122,8.695652173913043,"[88, 85, 88, 88, 87, 75]"
1,2,275022682591213059405386532996844308786,22.22222222222222,"[85, 81, 84, 82, 86, 79]"
1,3,134727901850038001687481236870440481892,16.0,"[83, 87, 84, 80, 73, 79]"
1,4,248792144120210402445180461530935997487,15.0,"[82, 81, 86, 85, 84, 89]"
1,5,306484275262114678502826726558169719597,14.285714285714286,"[87, 75, 79, 83, 86, 84]"
1,6,216820021512880092675830079880421348405,14.285714285714286,"[82, 80, 86, 81, 82, 78]"
1,7,137375899058041219471293172363428689006,5.0,"[84, 80, 86, 84, 83, 87]"
1,8,142183942337562446166141779836939636754,20.0,"[84, 82, 77, 82, 80, 88]"
1,9,47075776158996232875212201560384442631,10.0,"[78, 85, 92, 81, 94, 88]"
1,10,135784498018919556608655134287040347609,0.0,"[62, 54, 54, 55, 57, 56]"
1,11,274346779248041909524316851690007623254,5.555555555555555,"[81, 82, 82, 81, 83, 80]"
1,12,308014804411621670557956176053367414336,8.695652173913043,"[90, 94, 80, 84, 87, 78]"
1,13,66606834103724157087538310823715050288,15.789473684210526,"[84, 76, 84, 82, 88, 81]"
1,14,96432712993878502793099288943862057012,16.666666666666668,"[86, 87, 84, 85, 83, 88]"
1,15,254702297225783981758085583640012314095,16.666666666666668,"[76, 86, 87, 89, 80, 84]"
1,16,314999424568005138706968638145490396185,11.764705882352942,"[81, 82, 84, 83, 83, 79]"
1,17,271726598499726380350903683081912519902,11.538461538461538,"[91, 85, 84, 82, 87, 85]"
1,18,113815955595079254277778195474933881069,4.166666666666667,"[78, 85, 84, 85, 80, 76]"
1,19,273880907865965050399455383689482259689,12.0,"[78, 86, 82, 89, 90, 83]"
1,20,30848715323596501043454262963493063138,0.0,"[42, 47, 47, 41, 43, 47]"
1,21,104142925516733231694148584892542521587,17.391304347826086,"[87, 87, 76, 85, 85, 88]"
1,22,338740271157606945331848848268122551003,8.695652173913043,"[83, 84, 86, 75, 85, 88]"
1,23,181546301013092080391009167188270212096,38.095238095238095,"[80, 91, 80, 88, 86, 85]"
1,24,223153263645080676348397369176629530275,23.529411764705884,"[86, 85, 90, 79, 85, 85]"
1,25,186821022797001959673529735914996571899,5.882352941176471,"[89, 83, 85, 83, 84, 87]"
1,26,159215999667038722067811728370509433032,31.57894736842105,"[82, 72, 77, 84, 73, 83]"
1,27,79644055136438238992835877053805308029,8.695652173913043,"[82, 81, 84, 79, 84, 76]"
1,28,309039413887984452695809033736306311375,11.764705882352942,"[87, 90, 83, 78, 84, 87]"
1,29,321060043597902715335695449910616864335,8.695652173913043,"[78, 82, 82, 88, 86, 79]"
2,0,161097366416249584395727558530904417823,0.0,"[64, 55, 55, 56, 60, 53, 55, 56, 59, 60, 59]"
2,1,139926248575541355784097404203153969290,0.0,"[68, 63, 58, 74, 69, 67, 60, 69, 69, 69, 61]"
2,2,118183576476257909752242550118983638702,0.0,"[47, 49, 48, 53, 49, 50, 53, 50, 54, 52, 47]"
2,3,108883779442994203256721854909667596217,4.545454545454546,"[82, 82, 84, 89, 81, 83, 86, 89, 80, 87, 87]"
2,4,137858168479631447823612267548619476086,0.0,"[88, 76, 86, 84, 77, 87, 88, 88, 84, 82, 82]"
2,5,251197847840880659577965157854150659968,0.0,"[74, 76, 79, 71, 72, 68, 72, 74, 67, 74, 79]"
2,6,49080820673908666406347407871272930655,0.0,"[52, 46, 53, 60, 50, 54, 54, 51, 53, 50, 46]"
2,7,243377796391913039918302820082315343124,0.0,"[63, 58, 59, 62, 62, 60, 59, 58, 61, 58, 60]"
2,8,40086859917254132838849369170489092827,4.0,"[81, 73, 91, 76, 83, 67, 87, 82, 85, 79, 84]"
2,9,127620707619679676985348729382942927132,12.5,"[83, 87, 81, 83, 82, 84, 81, 70, 83, 78, 74]"
2,10,225385884765034533371402957407049374663,0.0,"[63, 69, 71, 63, 65, 70, 68, 69, 70, 69, 68]"
2,11,229847949490236367455711727664534841174,0.0,"[73, 84, 76, 79, 79, 79, 83, 72, 75, 85, 72]"
2,12,1755685340830697582135520878707490739,7.6923076923076925,"[80, 82, 90, 81, 82, 85, 89, 75, 82, 84, 82]"
2,13,101242171893927012671576040695591423430,0.0,"[72, 71, 76, 65, 60, 71, 68, 69, 70, 67, 65]"
2,14,327064263289343950858844391117612210706,0.0,"[63, 63, 61, 64, 66, 62, 57, 67, 63, 61, 58]"
2,15,263677371138413895395328848505876545444,0.0,"[74, 66, 68, 68, 70, 75, 69, 79, 72, 77, 74]"
2,16,71681265542813374499775648568032367138,5.2631578947368425,"[89, 79, 88, 89, 84, 81, 77, 89, 83, 82, 82]"
2,17,172452573400357788034980624739711853527,12.5,"[82, 84, 81, 81, 87, 89, 87, 82, 85, 84, 85]"
2,18,207459793388927196292957285356979898855,0.0,"[68, 71, 66, 66, 62, 65, 61, 65, 67, 65, 64]"
2,19,296518104780865674208795841438237010540,8.695652173913043,"[83, 80, 84, 91, 81, 81, 82, 87, 85, 83, 86]"
2,20,299776891120922307863580785796272191998,0.0,"[80, 82, 83, 83, 81, 90, 79, 85, 86, 84, 78]"
