sample_id,iteration,seed,cleaned_cells,num_agents,min_max_movements,size
0,0,121999693517150042125616776508714111561,67.85714285714286,1,"[83, 83]",10 * 10
0,1,151833567900711197023289634759556988717,76.47058823529412,1,"[85, 85]",10 * 10
0,2,157077670007487671390455308052430337894,34.61538461538461,1,"[82, 82]",10 * 10
0,3,145249094571266068864913923562055876308,50.0,1,"[81, 81]",10 * 10
0,4,164122676272819081246372188422067030800,73.6842105263158,1,"[87, 87]",10 * 10
0,5,50174092312762044466051593826992495203,55.0,1,"[87, 87]",10 * 10
0,6,276313103686409545172098455538511769344,63.1578947368421,1,"[81, 81]",10 * 10
0,7,75566962535176892651181021044876068104,43.47826086956522,1,"[86, 86]",10 * 10
0,8,14513201415681276231385529676337474154,58.8235294117647,1,"[82, 82]",10 * 10
0,9,148333435171017676266415424278487726234,75.0,1,"[79, 79]",10 * 10
1,0,281479676911151601727465814740072888963,0.0,6,"[51, 64]",10 * 10
1,1,168401549905161924037701607887223673202,0.0,6,"[72, 79]",10 * 10
1,2,216804292779649640262170902532713395389,15.384615384615385,6,"[79, 88]",10 * 10
1,3,250617690447248075104419918154181941575,9.090909090909092,6,"[77, 85]",10 * 10
1,4,197044185263308979156820123833800375683,40.0,6,"[77, 91]",10 * 10
1,5,82515286846572727444450105157899927751,0.0,6,"[48, 56]",10 * 10
1,6,99882677866419773990187590594919375627,8.333333333333334,6,"[83, 88]",10 * 10
1,7,186843014342655379682343969492931534872,12.5,6,"[75, 86]",10 * 10
1,8,118697687331748053728076543491739804558,5.555555555555555,6,"[77, 87]",10 * 10
1,9,90942322569186256234081272870615713555,8.0,6,"[79, 89]",10 * 10
2,0,214565939025515564483068730168204569895,4.166666666666667,11,"[80, 91]",10 * 10
2,1,112605039997747828209021228965476104577,0.0,11,"[57, 67]",10 * 10
2,2,161963223053141495697989840596246012929,0.0,11,"[73, 87]",10 * 10
2,3,132206261195960304329518438773475002520,7.407407407407407,11,"[82, 90]",10 * 10
2,4,244070334653272037838815011963651331183,26.08695652173913,11,"[77, 87]",10 * 10
2,5,155178095637543275108317022603189605546,0.0,11,"[66, 81]",10 * 10
2,6,24649487598477782724211858776972242388,0.0,11,"[42, 58]",10 * 10
2,7,8636698244276514727435710717776750504,12.5,11,"[79, 89]",10 * 10
2,8,51153627079549939599698431684274643072,4.545454545454546,11,"[73, 90]",10 * 10
2,9,9200182140518456984125215082147654305,0.0,11,"[46, 53]",10 * 10
3,0,222569102713281527521007152855411574616,0.0,16,"[69, 82]",10 * 10
3,1,88665317808795284614530413910269666097,0.0,16,"[31, 40]",10 * 10
3,2,6257187273450707547511844152117981094,0.0,16,"[48, 67]",10 * 10
3,3,162825605283987829452243186350460322135,0.0,16,"[53, 66]",10 * 10
3,4,129168860333426990551840198395574595640,4.3478260869565215,16,"[68, 92]",10 * 10
3,5,123631426099537951603198685826587640237,0.0,16,"[66, 84]",10 * 10
3,6,298851429842173567622930348744256306710,0.0,16,"[43, 59]",10 * 10
3,7,208154807785318967703157788288037882435,0.0,16,"[39, 50]",10 * 10
3,8,165347452698188216311575309599584452779,0.0,16,"[26, 35]",10 * 10
3,9,22926061409705207858624238596892646499,0.0,16,"[70, 82]",10 * 10
4,0,172944859443516557710541674049291305080,0.0,20,"[63, 77]",10 * 10
4,1,122418653323849925084779496067510736006,0.0,20,"[40, 50]",10 * 10
4,2,128882817168226276253861113003505959785,0.0,20,"[35, 45]",10 * 10
4,3,333056607806833710724797004352793090236,0.0,20,"[39, 54]",10 * 10
4,4,160807279932330358513298199544097937333,0.0,20,"[34, 43]",10 * 10
4,5,29605914373654018743600504642262448253,0.0,20,"[68, 86]",10 * 10
4,6,171304306885873715902235667958866758226,0.0,20,"[63, 84]",10 * 10
4,7,125430814567563174061645442417311101311,0.0,20,"[45, 53]",10 * 10
4,8,101242977401867924085475154485952838422,0.0,20,"[33, 46]",10 * 10
4,9,1460637232456673090360563257110484592,0.0,20,"[39, 55]",10 * 10
