sample_id,iteration,seed,cleaned_cells,num_agents,min_moves,max_moves,total_steps,size
0,0,907470487014364440321135560416396146,60.26845637583892,1,4382,4382,5000,60 * 60
0,1,168534075759670000757624513738333736504,60.21947873799726,1,4378,4378,5000,60 * 60
0,2,4215997641290405772090800295471294148,68.36879432624113,1,4351,4351,5000,60 * 60
0,3,214130740514611896868268816782982775095,55.25238744884038,1,4449,4449,5000,60 * 60
0,4,246207908109081184023554507370070384368,73.25905292479109,1,4374,4374,5000,60 * 60
0,5,39254622708268096199239856743147115225,68.16269284712483,1,4387,4387,5000,60 * 60
0,6,287843263086811275007104240385099851198,79.34936350777934,1,4403,4403,5000,60 * 60
0,7,146129589465171863286387934434059431404,60.48502139800285,1,4412,4412,5000,60 * 60
0,8,298400962290235483439774112672855790529,72.8862973760933,1,4429,4429,5000,60 * 60
0,9,44075531363455098166556634544185432915,68.69918699186992,1,4426,4426,5000,60 * 60
1,0,100808245381005557642944621435441731271,9.812409812409813,6,4368,4447,5000,60 * 60
1,1,185004452917965362524388506058207880907,6.056338028169014,6,4367,4416,5000,60 * 60
1,2,304347919863253879883580272917731648550,7.519788918205805,6,4361,4415,5000,60 * 60
1,3,182534407955636499765644897173493930742,6.474820143884892,6,4352,4425,5000,60 * 60
1,4,279580228100519711745806584857181603018,9.203296703296703,6,4372,4429,5000,60 * 60
1,5,121439540638510818430132610395410065204,19.40085592011412,6,4379,4424,5000,60 * 60
1,6,227286089952823368309409531603053909438,3.0390738060781475,6,4333,4446,5000,60 * 60
1,7,36292156030017744073957968353827571958,15.151515151515152,6,4350,4442,5000,60 * 60
1,8,146124160433977551661776332179666651780,14.342629482071713,6,4381,4438,5000,60 * 60
1,9,190169408631811977743793360427199484495,9.549795361527968,6,4377,4438,5000,60 * 60
2,0,48840277724608493208427902438380229658,1.7639077340569878,11,4348,4429,5000,60 * 60
2,1,117841106614303054406104393260018616504,0.9957325746799431,11,4320,4448,5000,60 * 60
2,2,67257896820800137032064753472791932203,1.2693935119887165,11,4356,4445,5000,60 * 60
2,3,184641954015329151612989184669748366617,3.125,11,4354,4458,5000,60 * 60
2,4,183098406847644859660402876438542951203,14.878397711015737,11,4354,4436,5000,60 * 60
2,5,185619985436184400433712525244214863294,0.4103967168262654,11,4337,4431,5000,60 * 60
2,6,169855274244764930363857514599625641238,1.3908205841446453,11,4358,4467,5000,60 * 60
2,7,301949063344640721369437459194874026794,6.008010680907877,11,4322,4435,5000,60 * 60
2,8,165778834832659150997769168163537311579,0.5398110661268556,11,4379,4454,5000,60 * 60
2,9,244949471666353822889936173134609483797,0.9408602150537635,11,4314,4438,5000,60 * 60
3,0,159030719110497422430965534107255760669,3.4712950600801067,16,4332,4441,5000,60 * 60
3,1,260893295029394954903757943886973379763,0.2638522427440633,16,4363,4474,5000,60 * 60
3,2,338555042370728203557518768976755163502,0.141643059490085,16,4359,4441,5000,60 * 60
3,3,135301129387366639791416266205804079666,0.0,16,3462,3550,3986,60 * 60
3,4,84633137852754568956085993226557685107,0.13297872340425532,16,4341,4466,5000,60 * 60
3,5,253003726375177679744948375844036396837,0.8534850640113798,16,4369,4449,5000,60 * 60
3,6,86114141033539685067964968788260013891,2.545968882602546,16,4342,4439,5000,60 * 60
3,7,303663228955406654600402157225114185027,0.0,16,3119,3215,3594,60 * 60
3,8,15645403110034415430006227676149131842,0.4155124653739612,16,4356,4426,5000,60 * 60
3,9,229661693872729252584740396373173992536,0.0,16,3103,3172,3559,60 * 60
4,0,201415664418399773678884853330280581859,0.796812749003984,20,4384,4457,5000,60 * 60
4,1,222492583431321701297481226349855544905,0.0,20,4166,4247,4779,60 * 60
4,2,206147934487356566085858066225999480677,0.0,20,3899,4027,4499,60 * 60
4,3,11289090469517447262950486659474934366,0.0,20,4002,4102,4612,60 * 60
4,4,279566663084395280170530324792806215183,0.0,20,4199,4296,4821,60 * 60
4,5,56743273593276291261024138850439418953,0.0,20,3265,3367,3752,60 * 60
4,6,301673821498762462775306746571723148530,0.0,20,3484,3588,4036,60 * 60
4,7,79638559467164663958705825998028222914,0.14771048744460857,20,4360,4467,5000,60 * 60
4,8,36593549773378412912179322451049870911,0.0,20,3563,3661,4100,60 * 60
4,9,261437898986909902929868529843477218301,0.0,20,3652,3727,4176,60 * 60
