sample_id,iteration,seed,cleaned_cells,num_agents,min_moves,max_moves,total_steps,size
0,0,153462212552975282123828088897268730433,29.60725075528701,1,4353,4353,5000,40 * 40
0,1,191139483972836615445769818115410342860,38.76923076923077,1,4416,4416,5000,40 * 40
0,2,215977294434429361705599508817267805173,28.273809523809526,1,4385,4385,5000,40 * 40
0,3,16216386327411438840562974916445630752,20.64516129032258,1,4336,4336,5000,40 * 40
0,4,135128376649770213647091855878465280641,51.04477611940298,1,4319,4319,5000,40 * 40
0,5,154768717702710943665651448727134677809,38.2262996941896,1,4381,4381,5000,40 * 40
0,6,171497735595638301074903123603380131438,25.460122699386503,1,4373,4373,5000,40 * 40
0,7,313448254270418733021164486089345789591,26.2987012987013,1,4343,4343,5000,40 * 40
0,8,98399618255771967192287788099369078485,29.35483870967742,1,4375,4375,5000,40 * 40
0,9,36642591006055566978560537075346708657,30.555555555555557,1,4361,4361,5000,40 * 40
1,0,104572797779445797160194584799750280420,0.0,6,2456,2518,2836,40 * 40
1,1,168958644433125847117830171834967366056,1.5527950310559007,6,4335,4421,5000,40 * 40
1,2,219644996231973789070459726862431470306,0.0,6,3523,3552,4024,40 * 40
1,3,144754268178369199132729578683915655052,0.0,6,3241,3302,3752,40 * 40
1,4,49365101332231213255981581259320993291,2.1604938271604937,6,4352,4408,5000,40 * 40
1,5,22069141398124692111170690974331824519,0.9202453987730062,6,4339,4413,5000,40 * 40
1,6,219435465781751146073712731995313730285,0.9259259259259259,6,4336,4429,5000,40 * 40
1,7,300726806836432851409145991968563946882,0.0,6,3987,4038,4572,40 * 40
1,8,304871377884652035114082023229467371240,0.0,6,3397,3477,3905,40 * 40
1,9,284182781791915127468517216860280237176,0.0,6,3321,3340,3796,40 * 40
2,0,61208028605174253186431693768395229140,0.0,11,1846,1900,2139,40 * 40
2,1,243684904232958550440752819411381951488,0.0,11,2624,2665,3020,40 * 40
2,2,174878158393641803749032953442075044711,0.0,11,2471,2534,2856,40 * 40
2,3,252101748392600780901556276200476352385,0.0,11,1873,1945,2174,40 * 40
2,4,328883825755319995084920017852133922214,0.0,11,2883,2943,3310,40 * 40
2,5,158979840461664320333317239489648197432,0.0,11,1810,1880,2114,40 * 40
2,6,143161227518663550402853791587934346395,0.0,11,2766,2810,3174,40 * 40
2,7,145868102701965243533095351063692791613,0.0,11,2165,2234,2517,40 * 40
2,8,34663831895683881592340964948676611509,0.0,11,3324,3379,3819,40 * 40
2,9,63645954571735082719907675361736169934,0.0,11,2542,2620,2952,40 * 40
3,0,293630027652158629116652813680604840834,0.0,16,1140,1189,1341,40 * 40
3,1,98997015737606184391113960687169193904,0.0,16,2221,2288,2584,40 * 40
3,2,96316846695735589023247225044748265686,0.0,16,1730,1808,2035,40 * 40
3,3,287466539844276393279003009033396788169,0.0,16,1808,1862,2112,40 * 40
3,4,579381647128814159522268139929604149,0.0,16,1699,1774,1992,40 * 40
3,5,197254496949292783125370465333281668274,0.0,16,1877,1942,2178,40 * 40
3,6,281958154590575939246068868411572429871,0.0,16,1676,1734,1938,40 * 40
3,7,40822121579047146549484888313711844308,0.0,16,2267,2341,2617,40 * 40
3,8,328490041502824977968074061266000682518,0.0,16,1592,1653,1860,40 * 40
3,9,334561757814388926518572350939394998894,0.0,16,1746,1810,2035,40 * 40
4,0,135653504341525232110793892725141017200,0.0,20,972,1027,1138,40 * 40
4,1,192591447797495306319505021198901113863,0.0,20,1592,1664,1863,40 * 40
4,2,273782414477896788132481856268882517423,0.0,20,1851,1916,2151,40 * 40
4,3,28847729088342048902582303255818194148,0.0,20,1877,1939,2175,40 * 40
4,4,155524150888244917424511713265329847335,0.0,20,1431,1490,1675,40 * 40
4,5,84770207213819028608303427013239987566,0.0,20,1343,1393,1569,40 * 40
4,6,26335216096393370272342675319431717408,0.0,20,1762,1820,2037,40 * 40
4,7,171830705141509363990745793655443322968,0.0,20,1859,1913,2158,40 * 40
4,8,111957993444050575169848872581635099220,0.0,20,1694,1764,1977,40 * 40
4,9,45083624221148028301967522144303571022,0.0,20,1503,1567,1749,40 * 40
