sample_id,iteration,seed,cleaned_cells,num_agents,min_moves,max_moves,total_steps,size
0,0,193129905159256270205158456353582220818,28.106508875739646,1,4327,4327,5000,40 * 40
0,1,320951526146770948391029901087171602082,36.11940298507463,1,4362,4362,5000,40 * 40
0,2,98861489521418494409935801206042692604,40.51446945337621,1,4418,4418,5000,40 * 40
0,3,72003756065818904652657876038508248826,23.778501628664497,1,4383,4383,5000,40 * 40
0,4,110633043934817323128904474424324175490,24.836601307189543,1,4396,4396,5000,40 * 40
0,5,21585863608497593418631519978942119487,26.31578947368421,1,4345,4345,5000,40 * 40
0,6,255266680912195497234848516862580962560,56.666666666666664,1,4364,4364,5000,40 * 40
0,7,47814198810828193120122282805106710118,38.04713804713805,1,4364,4364,5000,40 * 40
0,8,244547875351617643292652645295215564302,38.4393063583815,1,4391,4391,5000,40 * 40
0,9,135411392479543477839824514023253143321,34.161490683229815,1,4414,4414,5000,40 * 40
1,0,267174511577426439858559016863579096531,1.639344262295082,6,4363,4418,5000,40 * 40
1,1,204380836894256939987424525305027676228,1.8072289156626506,6,4360,4389,5000,40 * 40
1,2,80982217854112669217098388945394707767,0.0,6,3156,3194,3609,40 * 40
1,3,135504329370461178900483992562812863840,0.2976190476190476,6,4343,4415,5000,40 * 40
1,4,113084438843587410374872588176145700219,0.0,6,3871,3956,4488,40 * 40
1,5,45897325634071885860301929870909116710,0.0,6,3868,3888,4417,40 * 40
1,6,216106795489651762394063568951321356621,0.3194888178913738,6,4335,4415,5000,40 * 40
1,7,141662561196116040751230914068284145187,0.3424657534246575,6,4365,4404,5000,40 * 40
1,8,314995790029795113856075512337514402997,8.695652173913043,6,4352,4442,5000,40 * 40
1,9,8555347932744787677144834220906671562,1.5923566878980893,6,4349,4424,5000,40 * 40
2,0,51297561740746097330622703860333588301,0.0,11,2200,2260,2565,40 * 40
2,1,170346640768305875038208971954425530458,0.0,11,3021,3087,3475,40 * 40
2,2,224333162127130000335688038261872757660,0.0,11,2542,2621,2962,40 * 40
2,3,145327203715197554520793183148954799648,0.0,11,2788,2875,3225,40 * 40
2,4,280401928383037245267134251807021320727,0.0,11,2094,2131,2407,40 * 40
2,5,111111997131245417941799231225697968071,0.0,11,2234,2301,2577,40 * 40
2,6,56799675801753240433300039690519604824,0.0,11,3324,3409,3834,40 * 40
2,7,316698041622692393940956641347151055253,0.0,11,2789,2886,3223,40 * 40
2,8,224927425619220588191414310621419706351,0.0,11,3597,3713,4150,40 * 40
2,9,224665445560685165278525004634090444173,0.0,11,2497,2562,2882,40 * 40
3,0,61606916311769772257893848718424866048,0.0,16,2154,2211,2481,40 * 40
3,1,158067440358198614658096301442409851253,0.0,16,2085,2145,2417,40 * 40
3,2,296905178371999714260336191201066652990,0.0,16,1249,1308,1462,40 * 40
3,3,62068212381366353713383739867779418047,0.0,16,1686,1769,1974,40 * 40
3,4,27198645786175824429307202246713656281,0.0,16,1872,1949,2194,40 * 40
3,5,206649312957606844931917479845667180811,0.0,16,2013,2104,2358,40 * 40
3,6,283731765983067510158441125821806970944,0.0,16,1161,1210,1351,40 * 40
3,7,76944414125365200240207088550680735944,0.0,16,1670,1718,1936,40 * 40
3,8,297025350766243566444511314639411101828,0.0,16,2396,2487,2782,40 * 40
3,9,88241891999000394666758510268909371443,0.0,16,1463,1545,1734,40 * 40
4,0,197087325557010929715289153528454130189,0.0,20,1317,1380,1548,40 * 40
4,1,336813529327627311489817624945032276314,0.0,20,1497,1556,1747,40 * 40
4,2,198484552620818673444472721430525701628,0.0,20,1947,1996,2245,40 * 40
4,3,75100951479406786521504277485464339416,0.0,20,1532,1601,1790,40 * 40
4,4,192364415292872744042133656852401022234,0.0,20,1772,1832,2060,40 * 40
4,5,107213959737329132872850577056591975243,0.0,20,1397,1449,1615,40 * 40
4,6,55611403297960064838466179790427986335,0.0,20,1933,1998,2246,40 * 40
4,7,259425099464617393901388311955962182281,0.0,20,1695,1763,1977,40 * 40
4,8,211471451506453742326075426442223175433,0.0,20,1374,1438,1613,40 * 40
4,9,261586944535755629071520078856916105461,0.0,20,1646,1716,1919,40 * 40
