sample_id,iteration,seed,cleaned_cells,num_agents,min_moves,max_moves,size
0,0,282299240104591423040501895251905004896,25.0,1,1708,1708,20 * 20
0,1,217065107713502552323617962615287351309,6.976744186046512,1,1760,1760,20 * 20
0,2,239442464935083352570419301693676851922,11.594202898550725,1,1727,1727,20 * 20
0,3,191905350798725057221565740051691467332,16.091954022988507,1,1743,1743,20 * 20
0,4,327268321907831441584008779533020663859,8.536585365853659,1,1726,1726,20 * 20
0,5,114390582291658016676856791332219839031,8.421052631578947,1,1748,1748,20 * 20
0,6,211421297736759966880535917205282937738,21.21212121212121,1,1783,1783,20 * 20
0,7,281735316239944192190534299334731185450,8.536585365853659,1,1739,1739,20 * 20
0,8,195843269939075866416921932084331720135,11.594202898550725,1,1758,1758,20 * 20
0,9,158880715108334396531510020717120361824,15.294117647058824,1,1708,1708,20 * 20
1,0,32383457150116175452825484913579440706,0.0,6,719,737,20 * 20
1,1,117566898687114235141507061864672434696,0.0,6,952,988,20 * 20
1,2,35969306318104298761418736165029589292,0.0,6,606,617,20 * 20
1,3,2320522066609891062381630718191642851,0.0,6,602,633,20 * 20
1,4,119912246237260737328901965193388502420,0.0,6,709,731,20 * 20
1,5,179971972351115047153965747461755466063,0.0,6,707,727,20 * 20
1,6,72043769454983711792465546124196994993,0.0,6,476,496,20 * 20
1,7,110352051103397407529152308311274101830,0.0,6,497,533,20 * 20
1,8,173905535138864685585346164178071104385,0.0,6,652,684,20 * 20
1,9,223131580621636830989829482705796633720,0.0,6,671,697,20 * 20
2,0,335909743722082042831255868412853755752,0.0,11,542,578,20 * 20
2,1,59062202344664598619716552845573535585,0.0,11,305,337,20 * 20
2,2,104588145537529508601060167823889961890,0.0,11,264,289,20 * 20
2,3,91876266721643147549649042011010298959,0.0,11,587,623,20 * 20
2,4,316194370314847972815866471846406078606,0.0,11,369,390,20 * 20
2,5,219855358401012608430214274821610308597,0.0,11,679,718,20 * 20
2,6,20077708275749011375328594541700290535,0.0,11,356,380,20 * 20
2,7,87863183766861584474343043421150384337,0.0,11,472,515,20 * 20
2,8,291488304949458909300384868283442785476,0.0,11,508,539,20 * 20
2,9,197283229036967590394249544591178124490,0.0,11,485,515,20 * 20
3,0,253570374384731249635063408428694792026,0.0,16,289,309,20 * 20
3,1,269498353483215217316804442724129929513,0.0,16,290,316,20 * 20
3,2,193804543939248751857192134467308963352,0.0,16,270,291,20 * 20
3,3,284857958934103603386245720524031266311,0.0,16,276,309,20 * 20
3,4,226984815557273981251007251900670781623,0.0,16,287,317,20 * 20
3,5,224466178629527403663704912436077362005,0.0,16,492,514,20 * 20
3,6,115502319486664251364103769209396102414,0.0,16,403,419,20 * 20
3,7,98490938416479397512863391704363868097,0.0,16,224,259,20 * 20
3,8,201439490055378859281734106610913217994,0.0,16,546,580,20 * 20
3,9,308031489476495546570426123540477643103,0.0,16,337,361,20 * 20
4,0,78402613006139603763089874091174924584,0.0,20,297,332,20 * 20
4,1,57308986827346142801574298594550911934,0.0,20,457,499,20 * 20
4,2,134443990830723683149986118897772235711,0.0,20,311,337,20 * 20
4,3,322800644844894799117008667353653241671,0.0,20,315,344,20 * 20
4,4,35539984646285615014479157979224933091,0.0,20,268,294,20 * 20
4,5,338650257323142027751730947258763784031,0.0,20,368,404,20 * 20
4,6,99556104881514364797968870819073709676,0.0,20,310,340,20 * 20
4,7,314477344533120180658621482246037384941,0.0,20,213,235,20 * 20
4,8,78913071343592576258196638469948894736,0.0,20,239,270,20 * 20
4,9,155929647578886580611465642532236678657,0.0,20,218,249,20 * 20
