sample_id,iteration,seed,cleaned_cells,num_agents,min_moves,max_moves,total_steps,size
0,0,71801230566267729490495696639948248412,31.683168316831683,1,4420,4420,5000,40 * 40
0,1,106529079764401315722680005776408215626,27.076923076923077,1,4378,4378,5000,40 * 40
0,2,45129128581753999823765635468577408927,22.71186440677966,1,4395,4395,5000,40 * 40
0,3,125567378880698372673746813380733103319,21.10726643598616,1,4320,4320,5000,40 * 40
0,4,311693581222570759277152729345378147792,33.43465045592705,1,4392,4392,5000,40 * 40
0,5,101704953482481200398150918680973701166,25.24271844660194,1,4392,4392,5000,40 * 40
0,6,321321252799755999192430839831221348097,42.48366013071895,1,4379,4379,5000,40 * 40
0,7,213421968683916088335254589870715368913,27.217125382262996,1,4378,4378,5000,40 * 40
0,8,14830767828179337323157385699331174124,34.05572755417957,1,4358,4358,5000,40 * 40
0,9,337319440149120184200378981719529993498,27.65273311897106,1,4360,4360,5000,40 * 40
1,0,320641734938613559458055059765190180044,0.0,6,2583,2623,2968,40 * 40
1,1,129049226492836526261424375617387996815,0.31746031746031744,6,4347,4423,5000,40 * 40
1,2,313117743887285544152533690811889486722,0.0,6,4257,4341,4913,40 * 40
1,3,25320598177637897971348136545132148688,0.0,6,2962,3039,3432,40 * 40
1,4,64512109799412313770171684790987832195,0.6349206349206349,6,4325,4419,5000,40 * 40
1,5,226930834510560379490560042635488712574,0.9615384615384616,6,4361,4420,5000,40 * 40
1,6,42693782025372574237130272232194248437,1.9672131147540983,6,4344,4394,5000,40 * 40
1,7,58719510373270448696627080511299237217,0.0,6,4149,4204,4768,40 * 40
1,8,203546980076188403283095103821842257690,0.0,6,2754,2825,3179,40 * 40
1,9,59175794444237229443043586792077162960,1.7751479289940828,6,4358,4391,5000,40 * 40
2,0,222077735498855461873871161664794090714,0.0,11,2742,2821,3170,40 * 40
2,1,27613096619123555885061185810344198544,0.0,11,2363,2421,2715,40 * 40
2,2,163300731565990151729203335622567337068,0.0,11,3124,3203,3591,40 * 40
2,3,74976054259976271415004571701382476673,0.0,11,2560,2619,2962,40 * 40
2,4,145573873859376891506644065647852410267,0.0,11,3040,3104,3505,40 * 40
2,5,93155945257603178933254365336209984820,0.0,11,2249,2340,2611,40 * 40
2,6,81777915913171197381035075505354584881,0.0,11,2238,2281,2586,40 * 40
2,7,188283671922213126994142740220608716405,0.0,11,2038,2095,2353,40 * 40
2,8,185863235959888831979592384180802128515,0.0,11,1532,1569,1771,40 * 40
2,9,305677030715667746965834666196847022985,0.0,11,2679,2759,3113,40 * 40
3,0,293028569592511491042572620948577806238,0.0,16,1652,1722,1936,40 * 40
3,1,157763710657026672217274753720713470840,0.0,16,1646,1710,1922,40 * 40
3,2,291575881733726327796009917834464017043,0.0,16,1396,1470,1625,40 * 40
3,3,166305447082549971411160005551719629770,0.0,16,2763,2845,3188,40 * 40
3,4,34289019586331610929802178409971850113,0.0,16,1966,2008,2261,40 * 40
3,5,69127408053276442768567856296151346894,0.0,16,1477,1535,1714,40 * 40
3,6,106275543786842347072262586588627000012,0.0,16,3257,3338,3749,40 * 40
3,7,2220872231824711842069679301263310586,0.0,16,1777,1848,2077,40 * 40
3,8,272926113262747882981534840549685391848,0.0,16,2035,2125,2364,40 * 40
3,9,124677058965312753383439959173018279340,0.0,16,1644,1700,1922,40 * 40
4,0,211215086582847644484272981755629721870,0.0,20,1751,1803,2030,40 * 40
4,1,32300179154142764724444078528650775347,0.0,20,1952,2021,2265,40 * 40
4,2,77771187283243196876998455865276859424,0.0,20,1483,1529,1719,40 * 40
4,3,19006106733291918562382290569808923036,0.0,20,1072,1150,1268,40 * 40
4,4,302499831469816959440663066581714963135,0.0,20,1902,1980,2226,40 * 40
4,5,216721824698159955363793506493847142858,0.0,20,1189,1238,1397,40 * 40
4,6,218044497321999522033379455696205595389,0.0,20,1302,1383,1521,40 * 40
4,7,267198431252088584005992376182946837057,0.0,20,2042,2124,2381,40 * 40
4,8,167115557500599325641747005427505799469,0.0,20,2218,2268,2561,40 * 40
4,9,211552662902442798625516186464624519885,0.0,20,1282,1337,1487,40 * 40
