sample_id,iteration,seed,cleaned_cells,num_agents,min_moves,max_moves,total_steps,size
0,0,179369541256998364766720591954907250042,68.91891891891892,1,4395,4395,5000,60 * 60
0,1,304849628377779546550340995854651026849,67.05882352941177,1,4395,4395,5000,60 * 60
0,2,147322595083755522000638453024136666297,56.80555555555556,1,4352,4352,5000,60 * 60
0,3,225443448103086399282083874997998875508,68.30601092896175,1,4398,4398,5000,60 * 60
0,4,248816236153000640058871259222371623099,59.16305916305916,1,4424,4424,5000,60 * 60
0,5,64287504415553979607083881281610558553,64.28571428571429,1,4380,4380,5000,60 * 60
0,6,207248498825128545477960778879400238524,65.27590847913862,1,4398,4398,5000,60 * 60
0,7,176543017554487191424236547981713890901,58.93587994542974,1,4407,4407,5000,60 * 60
0,8,61209926405555347239136538256029300736,77.29805013927577,1,4365,4365,5000,60 * 60
0,9,98259672833262091110236311443655541638,71.58322056833559,1,4428,4428,5000,60 * 60
1,0,337553054780731886206310225029301328748,9.13978494623656,6,4378,4437,5000,60 * 60
1,1,310235094679952602366668801470110385330,13.70262390670554,6,4344,4427,5000,60 * 60
1,2,136520634105000227307136231808465096225,12.393162393162394,6,4369,4429,5000,60 * 60
1,3,126608005181530906255609231902255783122,7.219251336898396,6,4351,4440,5000,60 * 60
1,4,169933592860470944528492951626412972622,9.182209469153515,6,4320,4420,5000,60 * 60
1,5,126811295475663189358690286924032339684,6.1253561253561255,6,4387,4439,5000,60 * 60
1,6,121800370391626508219924737746298693884,18.75,6,4378,4449,5000,60 * 60
1,7,236644648121547709637205720773889706787,8.181818181818182,6,4383,4414,5000,60 * 60
1,8,212404715139103156658708450651279204354,20.141843971631207,6,4371,4421,5000,60 * 60
1,9,120653656766315277907540374254885256827,21.143617021276597,6,4360,4424,5000,60 * 60
2,0,117559736711722610190472911459842336735,0.25773195876288657,11,4372,4454,5000,60 * 60
2,1,326923517442947394312114789769185700456,3.5230352303523036,11,4334,4448,5000,60 * 60
2,2,42857786942203763369083038919123398949,3.0172413793103448,11,4372,4454,5000,60 * 60
2,3,145919795442786759320416212458700954318,2.751031636863824,11,4332,4438,5000,60 * 60
2,4,17273192169523212541991093884117277316,2.8530670470756063,11,4352,4480,5000,60 * 60
2,5,225038853882034332486568801142498922111,4.438280166435506,11,4337,4414,5000,60 * 60
2,6,283986734571660866274139696848089069529,4.028776978417266,11,4351,4439,5000,60 * 60
2,7,128975808230473948489111354855229176703,1.6369047619047619,11,4340,4489,5000,60 * 60
2,8,17917826397962753603764505310955531363,3.0898876404494384,11,4336,4444,5000,60 * 60
2,9,52501450916637071754245952619909455759,1.4144271570014144,11,4352,4460,5000,60 * 60
3,0,259212377467910720499711301726731313768,1.2448132780082988,16,4360,4449,5000,60 * 60
3,1,206749270824000519162800391123793983595,2.7548209366391183,16,4355,4464,5000,60 * 60
3,2,317407644245584033446647995748823550086,0.0,16,3351,3464,3874,60 * 60
3,3,252825516903344200733630942481496026473,0.0,16,4100,4164,4703,60 * 60
3,4,20619106807469984549773986918708017456,0.1358695652173913,16,4365,4470,5000,60 * 60
3,5,309306090397018968598969753522742212372,0.8333333333333334,16,4370,4443,5000,60 * 60
3,6,256040124608369419542503410906672837922,0.6720430107526881,16,4361,4451,5000,60 * 60
3,7,156930928383281756878536665232678676806,1.2228260869565217,16,4321,4446,5000,60 * 60
3,8,267433998739952720532745836207552224223,0.0,16,4359,4436,4999,60 * 60
3,9,23252571893510458874691516086715870650,0.1402524544179523,16,4355,4438,5000,60 * 60
4,0,273477222423685283484527332272324028858,0.29069767441860467,20,4357,4443,5000,60 * 60
4,1,97504826491450381054496332407628377006,0.0,20,4192,4299,4834,60 * 60
4,2,23179409788114863973947883654512680088,0.0,20,3525,3630,4063,60 * 60
4,3,181819364118016176655841260690992819929,0.0,20,4097,4219,4708,60 * 60
4,4,83309801888264782374580592903593801354,0.0,20,3984,4104,4597,60 * 60
4,5,96010307790281003158926201389379887422,0.0,20,3021,3101,3484,60 * 60
4,6,198922398543944620704558236101608683739,0.0,20,3200,3291,3698,60 * 60
4,7,330811314449943142069574197775829889983,0.0,20,4315,4426,4970,60 * 60
4,8,268420713931313192992973566929026291636,1.2032085561497325,20,4336,4500,5000,60 * 60
4,9,154007814080362741998812736907564638278,0.0,20,3183,3281,3670,60 * 60
