sample_id,iteration,seed,cleaned_cells,num_agents,min_max_movements
0,0,217572236846122202025048739335251258287,90.0,1,"[80, 80]"
0,1,97655513229111291540232088271516799075,81.25,1,"[84, 84]"
0,2,204623644450578865451449811389567666667,42.857142857142854,1,"[75, 75]"
0,3,153743286653849798823157923062625257154,58.333333333333336,1,"[76, 76]"
0,4,128485446266679929468486409830538919145,61.111111111111114,1,"[82, 82]"
0,5,51288714607858718856843998559292710583,72.72727272727273,1,"[79, 79]"
0,6,45348238246612370849829542630098032526,32.142857142857146,1,"[82, 82]"
0,7,17238763327646080092913879148475735131,76.47058823529412,1,"[76, 76]"
0,8,316194970070370341606608242178961149360,68.42105263157895,1,"[85, 85]"
0,9,170544163090555235201781346373963717919,47.82608695652174,1,"[90, 90]"
1,0,168140481617938022153341031160280747978,15.789473684210526,6,"[80, 89]"
1,1,271322559853063593563707840101212308361,11.764705882352942,6,"[80, 94]"
1,2,285639252683537405586047813250504372220,3.8461538461538463,6,"[78, 87]"
1,3,217883266925535006504142245615890881227,8.333333333333334,6,"[76, 88]"
1,4,54666451719276718847112550320673391989,0.0,6,"[54, 65]"
1,5,28258118082751270677203528481665603939,5.882352941176471,6,"[81, 86]"
1,6,49788759157344304074532251407996465375,0.0,6,"[69, 83]"
1,7,131349241444888448269011862079808080477,12.5,6,"[77, 90]"
1,8,182621369358760087905729696198569120918,18.75,6,"[80, 88]"
1,9,252356738730428178743796898537281574953,9.090909090909092,6,"[78, 85]"
2,0,284628812644891890018740033528621650653,0.0,11,"[60, 71]"
2,1,116093099026367001116004768320611749103,0.0,11,"[65, 76]"
2,2,33803334547298903044860075978401919269,0.0,11,"[70, 81]"
2,3,295649349394047740547029188002512737208,6.25,11,"[74, 90]"
2,4,110714652751570745084152818353278040740,5.555555555555555,11,"[67, 88]"
2,5,67147334585418197533208296084056929902,0.0,11,"[56, 62]"
2,6,313229673679313255362705220423525539774,4.761904761904762,11,"[80, 90]"
2,7,159549750942270791916797051844978170171,0.0,11,"[73, 87]"
2,8,224020119736913689930902721180551304480,0.0,11,"[51, 63]"
2,9,93175603899243979004765930435287604950,4.761904761904762,11,"[77, 87]"
3,0,20481332803018855752364252648869126092,0.0,16,"[56, 74]"
3,1,319526617354600257709932631506944425009,0.0,16,"[43, 55]"
3,2,146265222370448487315565418039090945177,0.0,16,"[42, 60]"
3,3,336851883313821784719407566379243421724,4.166666666666667,16,"[77, 89]"
3,4,170236557201385203243786561769863283744,0.0,16,"[61, 71]"
3,5,2719380180241945036485499264702263031,11.764705882352942,16,"[72, 89]"
3,6,288787623762064855189962624026464583307,0.0,16,"[66, 86]"
3,7,170821353048119337845283788327728321959,0.0,16,"[55, 66]"
3,8,202802482107422539166991715631637254433,4.166666666666667,16,"[77, 89]"
3,9,182304635856485005551539730271275514461,0.0,16,"[61, 75]"
4,0,170970454926230240308040292383350709762,0.0,20,"[36, 49]"
4,1,198850630498076850415702979439478400092,0.0,20,"[61, 77]"
4,2,118686298954506198284683041318327296824,0.0,20,"[72, 88]"
4,3,53100226179231973693423648483163945739,0.0,20,"[32, 43]"
4,4,157452366964786697641411904015547820292,0.0,20,"[34, 44]"
4,5,69727458276382921135386345340006770628,0.0,20,"[42, 64]"
4,6,225382952711207536639968354019397190743,0.0,20,"[41, 50]"
4,7,192792657812213116562085295204515152045,0.0,20,"[32, 46]"
4,8,333276037950485352538310440393149470503,0.0,20,"[43, 56]"
4,9,118295225557172269746236114829859908010,8.695652173913043,20,"[76, 91]"
