sample_id,iteration,seed,cleaned_cells,num_agents,min_max_movements,size
0,0,229968807724625313541419310244444367209,66.66666666666667,1,"[82, 82]",10 * 10
0,1,264848587204820919049437598645011753776,76.47058823529412,1,"[81, 81]",10 * 10
0,2,68911591351811842476104551726863302051,57.142857142857146,1,"[84, 84]",10 * 10
0,3,100081866674391172397087780465005437582,52.17391304347826,1,"[79, 79]",10 * 10
0,4,283039883675901863320842925629941025362,57.142857142857146,1,"[76, 76]",10 * 10
0,5,333915881180653514006825570806454873693,64.28571428571429,1,"[85, 85]",10 * 10
0,6,22009752477942414098730871241543901482,73.6842105263158,1,"[88, 88]",10 * 10
0,7,122337913207804706302905620174386313527,88.23529411764706,1,"[83, 83]",10 * 10
0,8,187665040681666570965997277214650312893,83.33333333333333,1,"[81, 81]",10 * 10
0,9,281841798868841532647135359371196579281,78.94736842105263,1,"[83, 83]",10 * 10
0,10,266200303666801048155527290889100649397,55.55555555555556,1,"[87, 87]",10 * 10
0,11,147767361691026754806865429138897939663,62.5,1,"[85, 85]",10 * 10
0,12,162183752425521943581169094061873054490,75.0,1,"[82, 82]",10 * 10
0,13,300042225847260043535111089474183692564,50.0,1,"[83, 83]",10 * 10
0,14,196986494126896859778503959560312214605,57.69230769230769,1,"[84, 84]",10 * 10
0,15,23785289108480904789827879312976346591,65.38461538461539,1,"[82, 82]",10 * 10
0,16,160120754879055684752338377758867545408,54.166666666666664,1,"[90, 90]",10 * 10
0,17,89163788192887107693717929262686706709,63.1578947368421,1,"[82, 82]",10 * 10
0,18,18913090916412882970468093407813082281,30.76923076923077,1,"[85, 85]",10 * 10
0,19,6306612311361684741230348403004509867,59.09090909090909,1,"[86, 86]",10 * 10
1,0,322685571641386001280892803527410966560,8.333333333333334,6,"[74, 85]",10 * 10
1,1,272896929349573072099596965439204140563,16.0,6,"[78, 90]",10 * 10
1,2,39759864818459427629771776159359187545,13.636363636363637,6,"[72, 85]",10 * 10
1,3,213851360935319802226629767179949192864,15.0,6,"[72, 87]",10 * 10
1,4,338626450239996706936079606671406971551,23.529411764705884,6,"[77, 87]",10 * 10
1,5,66508144059117699813722907523611242961,8.333333333333334,6,"[81, 90]",10 * 10
1,6,170654900158986596944549217514280278934,0.0,6,"[68, 85]",10 * 10
1,7,3630951680538840026600517083170099839,30.0,6,"[76, 88]",10 * 10
1,8,50759477264749322666319131729311038256,10.526315789473685,6,"[77, 90]",10 * 10
1,9,285044048169843381115566263969872072774,0.0,6,"[71, 79]",10 * 10
1,10,152769673718646886621919504560844852566,8.695652173913043,6,"[76, 89]",10 * 10
1,11,110937206160171764959129552868644455426,23.529411764705884,6,"[72, 87]",10 * 10
1,12,6978453592813773807973371412422242095,23.076923076923077,6,"[73, 85]",10 * 10
1,13,245758461879893930266967985462465275936,8.333333333333334,6,"[76, 88]",10 * 10
1,14,66872439465385548930884326218029624999,33.333333333333336,6,"[78, 87]",10 * 10
1,15,5605125099460507110125012542572109919,11.11111111111111,6,"[73, 85]",10 * 10
1,16,225880499479934032033862338728084626570,5.0,6,"[80, 87]",10 * 10
1,17,137798104776253005681886961497444235355,9.090909090909092,6,"[78, 87]",10 * 10
1,18,129485072729089952110032889438667345544,5.555555555555555,6,"[80, 88]",10 * 10
1,19,264053107840067226456200132463816900099,21.05263157894737,6,"[76, 84]",10 * 10
2,0,337980730982588927131645626176744061158,5.2631578947368425,11,"[76, 87]",10 * 10
2,1,319925115394429919328067569419281320708,0.0,11,"[68, 83]",10 * 10
2,2,296906541962695137208681657583528319729,0.0,11,"[78, 86]",10 * 10
2,3,323307518742136100841996055592240729190,0.0,11,"[57, 77]",10 * 10
2,4,87167984948664307215266784164910898840,0.0,11,"[67, 77]",10 * 10
2,5,77197181783192577304044061409711149157,3.8461538461538463,11,"[74, 88]",10 * 10
2,6,212513706453300027363128073008105064711,10.0,11,"[78, 87]",10 * 10
2,7,324048976023432212863596544989266722941,4.166666666666667,11,"[77, 87]",10 * 10
2,8,306025556225845569701173514126410535146,0.0,11,"[57, 69]",10 * 10
2,9,175945388874626465439714028262410177331,0.0,11,"[67, 80]",10 * 10
2,10,202237799382396596341720010766104033122,3.4482758620689653,11,"[76, 89]",10 * 10
2,11,197429668622627467117247869067679293610,5.555555555555555,11,"[75, 88]",10 * 10
2,12,70921987524714824102120184940728881107,5.0,11,"[80, 89]",10 * 10
2,13,302688198451532677544256199653077363970,4.761904761904762,11,"[80, 87]",10 * 10
2,14,29583790162252689296563052359989877857,5.882352941176471,11,"[75, 90]",10 * 10
2,15,218941848118364262929438031738790252590,0.0,11,"[47, 55]",10 * 10
2,16,161901235322261532088260327958873547403,0.0,11,"[73, 86]",10 * 10
2,17,296949711264859149622640305965587457084,5.2631578947368425,11,"[77, 90]",10 * 10
2,18,281968150427871980754748615690904464840,0.0,11,"[73, 84]",10 * 10
2,19,22426830573957921848032510911659847699,0.0,11,"[48, 58]",10 * 10
3,0,64905142425162524297693296910840726413,0.0,16,"[69, 81]",10 * 10
3,1,220553674572647879807214724256334692474,0.0,16,"[36, 48]",10 * 10
3,2,205225758568570302054841234288069540207,0.0,16,"[50, 68]",10 * 10
3,3,34875941344991644055372011048402101903,0.0,16,"[66, 85]",10 * 10
3,4,26139673643348268843448976962178746455,0.0,16,"[35, 47]",10 * 10
3,5,225526763972045811507984766728001156306,0.0,16,"[45, 61]",10 * 10
3,6,73729915900331258463365253960724014829,5.2631578947368425,16,"[74, 88]",10 * 10
3,7,269519611602973866939647365266167921835,0.0,16,"[50, 63]",10 * 10
3,8,214258296417305097253560240324286197234,6.666666666666667,16,"[70, 92]",10 * 10
3,9,323427991908505298849084351386672888588,0.0,16,"[41, 52]",10 * 10
3,10,160428236508402961589138400865129399133,0.0,16,"[42, 53]",10 * 10
3,11,308404176394414593774931663061874148941,0.0,16,"[56, 69]",10 * 10
3,12,144614923454236935395601817589372862937,0.0,16,"[45, 58]",10 * 10
3,13,140745324670750715965112470320997164333,0.0,16,"[41, 51]",10 * 10
3,14,135056650840635810820726985136922613190,0.0,16,"[59, 75]",10 * 10
3,15,138432859031315953328210068772120971263,0.0,16,"[49, 59]",10 * 10
3,16,136973241548377755677015818747970862994,0.0,16,"[72, 82]",10 * 10
3,17,240015514499237159699665790592346303759,0.0,16,"[74, 84]",10 * 10
3,18,188706750925704225716748973247386012595,0.0,16,"[53, 59]",10 * 10
3,19,206438030818080483501542591079776425551,0.0,16,"[32, 45]",10 * 10
4,0,98894026201654231465210802404176431552,0.0,20,"[31, 40]",10 * 10
