sample_id,iteration,seed,cleaned_cells,num_agents,min_max_movements
0,0,185720219613511982721516791812517328737,65.0,1,"[85, 85]"
0,1,64352788355538122897756720311458778531,53.333333333333336,1,"[85, 85]"
0,2,280699712098283755907134085201998491854,65.0,1,"[85, 85]"
0,3,39428935524936628639359773781262861249,73.33333333333333,1,"[75, 75]"
0,4,245106867175612532745243513855995158730,60.714285714285715,1,"[88, 88]"
0,5,102919092597669968074719270902420846727,52.63157894736842,1,"[85, 85]"
0,6,56411583262302028532701845694639133208,52.38095238095238,1,"[93, 93]"
0,7,139561968891060009170405181250338842168,57.89473684210526,1,"[89, 89]"
0,8,175201929841180462125666615912947817686,60.0,1,"[88, 88]"
0,9,129325547748447961111571547631151894828,63.63636363636363,1,"[80, 80]"
1,0,74666038366074704546559041311320856996,15.384615384615385,6,"[75, 91]"
1,1,82564415343808753178185311029999363976,5.882352941176471,6,"[78, 90]"
1,2,67114262309766805306006812658031706012,0.0,6,"[72, 78]"
1,3,167102729015119377932101091196309740963,16.666666666666668,6,"[79, 86]"
1,4,251051091550763448180798373339082321193,22.22222222222222,6,"[79, 91]"
1,5,128028593477129697468274016593238729985,11.538461538461538,6,"[78, 87]"
1,6,167603871374523014521719338765799641268,5.0,6,"[79, 88]"
1,7,13842730784191271718250853169780803194,5.555555555555555,6,"[75, 87]"
1,8,8594871275542026616070016406529525749,13.043478260869565,6,"[80, 85]"
1,9,101554904794888852623816285482081779455,26.666666666666668,6,"[77, 88]"
2,0,119355251223949976519128412253116258213,0.0,11,"[51, 63]"
2,1,56891085483755094917864711095055974795,3.8461538461538463,11,"[77, 90]"
2,2,177726819554196606483156115454307830211,0.0,11,"[47, 58]"
2,3,25644419254051829341895356685875304447,0.0,11,"[50, 66]"
2,4,204484997628510500133948112938959466107,0.0,11,"[76, 91]"
2,5,147039215498137836224408091147507194958,3.4482758620689653,11,"[79, 91]"
2,6,25788497973818051642548319334283918470,0.0,11,"[72, 83]"
2,7,225808650574576368293851801190861033248,0.0,11,"[65, 76]"
2,8,99037294236416571313679178762296947155,0.0,11,"[57, 71]"
2,9,131482450121522556290104763809840904882,0.0,11,"[71, 91]"
3,0,68084368608818915151120693199091168350,0.0,16,"[29, 37]"
3,1,294173017596761882631800742134395392599,0.0,16,"[58, 72]"
3,2,327546415594919732306677800653826368434,0.0,16,"[47, 67]"
3,3,212232658658627780804156341896002086065,0.0,16,"[56, 70]"
3,4,260446391553168789089682355974690361953,0.0,16,"[31, 42]"
3,5,59006775425440749496171539124895791629,0.0,16,"[53, 62]"
3,6,37394573925723458557692162064469641422,0.0,16,"[44, 56]"
3,7,262479548177281100722141026956839257445,0.0,16,"[60, 71]"
3,8,3580068411559407545845997298812238556,0.0,16,"[45, 58]"
3,9,306593980278528947226490407568534304438,6.25,16,"[74, 88]"
4,0,200374242474131226593692235605715264866,3.3333333333333335,20,"[70, 91]"
4,1,178480485376975820507265016515572173636,0.0,20,"[36, 53]"
4,2,317107120033077233014472790459759800567,0.0,20,"[36, 46]"
4,3,219455733416169246220963191096210229685,0.0,20,"[48, 66]"
4,4,265568715189277975521857188316349217575,0.0,20,"[51, 66]"
4,5,88788265636265624919048360402935054352,0.0,20,"[39, 46]"
4,6,270861039239509546467521400671820679449,0.0,20,"[60, 79]"
4,7,87737588427587920411988270653113626541,0.0,20,"[34, 44]"
4,8,140469038568950539889008000911029854456,0.0,20,"[54, 74]"
4,9,176760137305632366968264962220326101927,0.0,20,"[39, 51]"
