sample_id,iteration,seed,cleaned_cells,num_agents,min_max_movements,size
0,0,23755111039848013458672796760631762516,75.0,1,"[77, 77]",10 * 10
0,1,135673127974411707192408706885363653827,52.17391304347826,1,"[91, 91]",10 * 10
0,2,266956321790701133624066358361001447672,70.0,1,"[76, 76]",10 * 10
0,3,11505139289039674768146546718386349061,30.434782608695652,1,"[84, 84]",10 * 10
0,4,302586436430081318281440096918459995573,75.0,1,"[79, 79]",10 * 10
0,5,277955564767773272066810218931436635174,63.1578947368421,1,"[84, 84]",10 * 10
0,6,188069458648622019291228071168629664837,61.904761904761905,1,"[78, 78]",10 * 10
0,7,42427193057842943787751379717825064527,62.5,1,"[87, 87]",10 * 10
0,8,28643899346461678018278566383132208704,65.0,1,"[87, 87]",10 * 10
0,9,189428281225127369074752903320857295033,40.0,1,"[89, 89]",10 * 10
0,10,86969987048522727940565975407599743984,59.09090909090909,1,"[84, 84]",10 * 10
0,11,18367090563342063473644362265958670560,64.70588235294117,1,"[89, 89]",10 * 10
0,12,158704688118853892913667017501111379897,57.69230769230769,1,"[92, 92]",10 * 10
0,13,97321987559239664538955738353909216463,70.58823529411765,1,"[82, 82]",10 * 10
0,14,256845937095731382173149968816440071674,47.05882352941177,1,"[78, 78]",10 * 10
1,0,50707225708681319637039662330441217799,23.529411764705884,6,"[83, 88]",10 * 10
1,1,315494294828755483775954592628017604070,21.73913043478261,6,"[79, 91]",10 * 10
1,2,147950548668125380668238198563313727838,0.0,6,"[78, 87]",10 * 10
1,3,291896454320496763221372565113574044761,0.0,6,"[53, 72]",10 * 10
1,4,229653521822500034558226979605285679799,15.789473684210526,6,"[78, 85]",10 * 10
1,5,303850740533020296002816382566831237364,20.833333333333332,6,"[71, 93]",10 * 10
1,6,52868647675666325561942221619244714727,5.0,6,"[80, 93]",10 * 10
1,7,202876055667754741754985690617386678615,7.407407407407407,6,"[77, 91]",10 * 10
1,8,119089146569448565395085431552407547485,13.043478260869565,6,"[75, 88]",10 * 10
1,9,91187768623043896546153448628511123789,5.555555555555555,6,"[82, 86]",10 * 10
1,10,18930935580546308506634479104766293313,18.181818181818183,6,"[76, 89]",10 * 10
1,11,243291727851180446000368401627314144510,16.666666666666668,6,"[81, 92]",10 * 10
1,12,38058431792710380637688005141447557985,20.0,6,"[77, 90]",10 * 10
1,13,100636197215096806467684171314986672202,9.090909090909092,6,"[78, 93]",10 * 10
1,14,83749607203443605141182859513878429798,8.823529411764707,6,"[82, 87]",10 * 10
2,0,197208629378998620645863709291282326731,0.0,11,"[52, 63]",10 * 10
2,1,91530775545464915243737540157613163935,4.166666666666667,11,"[75, 88]",10 * 10
2,2,68905555129395292439794925847045246733,6.666666666666667,11,"[73, 88]",10 * 10
2,3,236667756707171797642297825379316042564,0.0,11,"[49, 59]",10 * 10
2,4,12830812498953349050402016085044897980,0.0,11,"[40, 49]",10 * 10
2,5,119367233077933060319099713709399341654,0.0,11,"[59, 67]",10 * 10
2,6,282339834131743126942171784903618171191,0.0,11,"[69, 83]",10 * 10
2,7,66779478992274570793016022019400807299,0.0,11,"[65, 73]",10 * 10
2,8,176955677036289331248084167449411114115,0.0,11,"[70, 88]",10 * 10
2,9,286383196613084494071954676383451588664,3.5714285714285716,11,"[75, 84]",10 * 10
2,10,112587372460856092761340688740570570688,9.090909090909092,11,"[81, 90]",10 * 10
2,11,169859096204561710858119835819264844788,4.545454545454546,11,"[75, 88]",10 * 10
2,12,257072984278490709943148656116971574599,4.166666666666667,11,"[71, 90]",10 * 10
2,13,214572334639211804773990650418657726302,0.0,11,"[50, 64]",10 * 10
2,14,67635142165854020881009626933118117388,4.545454545454546,11,"[77, 88]",10 * 10
3,0,123845961316846743100821852006793310569,0.0,16,"[71, 87]",10 * 10
3,1,176113233186997824300207045863870081771,0.0,16,"[55, 71]",10 * 10
3,2,111916799545107382559899835294654889059,0.0,16,"[56, 68]",10 * 10
3,3,93281690870424479754013548234045423196,0.0,16,"[43, 55]",10 * 10
3,4,168457840960165869964625775106429310579,0.0,16,"[56, 71]",10 * 10
3,5,107555812493529458577163270573144362795,0.0,16,"[58, 79]",10 * 10
3,6,1263780566787597154110650625577270663,0.0,16,"[39, 53]",10 * 10
3,7,43696320338270706537598655596186217519,3.7037037037037037,16,"[79, 88]",10 * 10
3,8,298539005478008541983948413098853095791,0.0,16,"[33, 45]",10 * 10
3,9,103623679622314865224744808145357246740,0.0,16,"[34, 48]",10 * 10
3,10,127569019420972171853669339408049978387,0.0,16,"[64, 86]",10 * 10
3,11,118908622105377483546699970812010949187,0.0,16,"[56, 70]",10 * 10
3,12,272464901448005633642867177295164778010,0.0,16,"[43, 58]",10 * 10
3,13,79305340916335173260955924814270383449,0.0,16,"[49, 62]",10 * 10
3,14,211744200855691975436389640716269566089,0.0,16,"[46, 57]",10 * 10
4,0,269834288970504009557506670923372526237,0.0,20,"[52, 70]",10 * 10
4,1,85931587112832669590875261893055740924,0.0,20,"[41, 50]",10 * 10
4,2,255411131138430054337351155192831127324,0.0,20,"[30, 41]",10 * 10
4,3,3800897027066250474089181081223018035,0.0,20,"[59, 68]",10 * 10
4,4,297605951480857562386338268945331170456,0.0,20,"[50, 64]",10 * 10
4,5,97473112456867229329819337439641465280,5.555555555555555,20,"[75, 91]",10 * 10
4,6,209309648429501281217451930780589162497,0.0,20,"[43, 56]",10 * 10
4,7,297082050104679488125664042237808964261,0.0,20,"[56, 68]",10 * 10
4,8,24585268639335916391632179515800083604,0.0,20,"[64, 78]",10 * 10
4,9,259225816432870325489090487071229522862,0.0,20,"[35, 48]",10 * 10
4,10,162622838766410253372471436353263637747,0.0,20,"[56, 69]",10 * 10
4,11,22483820939473703539153302910715589407,0.0,20,"[41, 55]",10 * 10
4,12,313233079104319090332968394199759641282,0.0,20,"[51, 59]",10 * 10
4,13,15360267957996381730402574051057585003,0.0,20,"[26, 41]",10 * 10
4,14,14284885778366651486671020416126620598,0.0,20,"[34, 42]",10 * 10
