sample_id,iteration,seed,cleaned_cells,num_agents,min_moves,max_moves,total_steps,size
0,0,335946213718950834097431841303851697440,0.0,1,3227,3227,3750,20 * 20
0,1,290609676764342817360686079423964511803,0.0,1,3461,3461,3979,20 * 20
0,2,260585013968616830368208427943227064344,0.0,1,3049,3049,3524,20 * 20
0,3,223304696311829086850152174724563462218,4.545454545454546,1,4372,4372,5000,20 * 20
0,4,205952862042820701014582001893841899981,5.063291139240507,1,4317,4317,5000,20 * 20
0,5,63753363515158647387239709614144649668,7.462686567164179,1,4357,4357,5000,20 * 20
0,6,64409049220202809924629081323296984880,1.2048192771084338,1,4318,4318,5000,20 * 20
0,7,320326182399919354294018446723210177789,0.0,1,3678,3678,4171,20 * 20
0,8,119330980128203749852680951182776517735,0.0,1,3516,3516,4079,20 * 20
0,9,261289157348756558322465459541157286214,1.1363636363636365,1,4353,4353,5000,20 * 20
1,0,33399134820523822989622997412150682845,0.0,6,661,681,776,20 * 20
1,1,127168064817363014363496212920325575587,0.0,6,485,523,591,20 * 20
1,2,32714807628473100530445325751060177699,0.0,6,585,605,682,20 * 20
1,3,252248114421854432823992783626891967661,0.0,6,883,907,1033,20 * 20
1,4,236078842183589858554138628527884522340,0.0,6,825,848,964,20 * 20
1,5,12680027612589437020333967981407233599,0.0,6,495,518,589,20 * 20
1,6,223452140649516550243776748800386796321,0.0,6,736,766,870,20 * 20
1,7,336671853431678648878932407168092417117,0.0,6,972,1008,1137,20 * 20
1,8,163987138139115852787886155322211322048,0.0,6,413,434,495,20 * 20
1,9,173092256544952519393133241551430950825,0.0,6,1355,1388,1579,20 * 20
2,0,304420504307721775365783817857773817407,0.0,11,651,681,770,20 * 20
2,1,77216797947925808191453213923580282981,0.0,11,568,604,684,20 * 20
2,2,252128734760769369283917421036998203172,0.0,11,674,716,814,20 * 20
2,3,197111387298708315331522720537950677714,0.0,11,473,499,568,20 * 20
2,4,294706581234790013809026344145141363058,0.0,11,398,429,484,20 * 20
2,5,159342628546929949027914340271578377142,0.0,11,418,446,501,20 * 20
2,6,170100478744823232603458906625683352956,0.0,11,191,207,229,20 * 20
2,7,275471931083333382394540940282795818866,0.0,11,384,412,466,20 * 20
2,8,224756979181790867572421533226127184261,0.0,11,390,420,473,20 * 20
2,9,219014702197594219938007487170920402176,0.0,11,302,332,376,20 * 20
3,0,125645038461262447821664852825440231899,0.0,16,273,302,335,20 * 20
3,1,308733176844565868044106789947978561676,0.0,16,639,679,762,20 * 20
3,2,177587870283705707436903554143895093889,0.0,16,543,591,661,20 * 20
3,3,116644793969624190588770812281727270666,0.0,16,381,410,459,20 * 20
3,4,255262138037035825423254433257904378969,0.0,16,314,338,379,20 * 20
3,5,311246268931534987426528302235044634677,0.0,16,395,420,479,20 * 20
3,6,225342829579513017121006551823447959723,0.0,16,379,414,457,20 * 20
3,7,301226225970626709340700379234299804710,0.0,16,308,334,371,20 * 20
3,8,170544209344999422308836978240223105383,0.0,16,243,269,300,20 * 20
3,9,285333989846544192130508266127051158979,0.0,16,442,484,535,20 * 20
4,0,219552764500889236732303589379685590173,0.0,20,231,259,288,20 * 20
4,1,169400230697543467173956372907078246842,0.0,20,310,335,376,20 * 20
4,2,171674272040127884128130711798599147380,0.0,20,271,306,335,20 * 20
4,3,162293795326099788062083971408963328299,0.0,20,301,330,366,20 * 20
4,4,115712087261295988128868700575662272598,0.0,20,413,442,493,20 * 20
4,5,202032243303233200882600667505822490160,0.0,20,330,365,398,20 * 20
4,6,294993754758749220790663073089419900138,0.0,20,331,372,414,20 * 20
4,7,59420446573233703557548223143353623948,0.0,20,269,296,333,20 * 20
4,8,118340517678180765226388214950818746994,0.0,20,222,245,267,20 * 20
4,9,52856915855814650452912555248953092966,0.0,20,344,368,409,20 * 20
