sample_id,iteration,seed,cleaned_cells,num_agents,min_max_movements,size
0,0,339293720742441508267044662680452320616,33.333333333333336,1,"[91, 91]",10 * 10
0,1,281811211472447015090854247310671452574,62.96296296296296,1,"[78, 78]",10 * 10
0,2,226437394260063150693125127709411460901,82.3529411764706,1,"[77, 77]",10 * 10
0,3,207657386649295641974661111489334507424,56.25,1,"[85, 85]",10 * 10
0,4,221107634615456766246787498003102490000,60.0,1,"[86, 86]",10 * 10
0,5,246357337653238932491431239714010505278,59.09090909090909,1,"[80, 80]",10 * 10
0,6,17152971647079677547759776607470213592,68.75,1,"[87, 87]",10 * 10
0,7,81230826020192079076466297951466996593,76.47058823529412,1,"[84, 84]",10 * 10
0,8,323195491011310927776769667729860989307,50.0,1,"[83, 83]",10 * 10
0,9,220415151820057413585012716171211246382,40.90909090909091,1,"[87, 87]",10 * 10
0,10,224232434866163001217852847236666446588,80.95238095238095,1,"[82, 82]",10 * 10
0,11,16489423108387399482331860459299161389,75.0,1,"[77, 77]",10 * 10
0,12,100582483464112217068483697267669490489,77.27272727272727,1,"[79, 79]",10 * 10
0,13,243602222759040627806360178711634463531,81.81818181818181,1,"[87, 87]",10 * 10
0,14,216989845626199096327122091139609935950,44.44444444444444,1,"[94, 94]",10 * 10
1,0,38182536434918924840240458951329019124,16.666666666666668,6,"[75, 92]",10 * 10
1,1,265687398954067620500148770225725336212,17.647058823529413,6,"[79, 90]",10 * 10
1,2,279080746169383456383380557763396970452,19.047619047619047,6,"[76, 89]",10 * 10
1,3,107850509903589449317690112224348192122,20.833333333333332,6,"[75, 89]",10 * 10
1,4,174451969770253880511888007382011727429,26.08695652173913,6,"[80, 90]",10 * 10
1,5,297100038705737921665871805833716008601,20.0,6,"[76, 88]",10 * 10
1,6,83744244458974948924270977353159734085,5.555555555555555,6,"[74, 88]",10 * 10
1,7,150433598452500070547045812575534115450,7.142857142857143,6,"[82, 93]",10 * 10
1,8,248499121642998564807468420129116349346,0.0,6,"[78, 86]",10 * 10
1,9,217994203737362979634652731834378801031,15.384615384615385,6,"[75, 91]",10 * 10
1,10,325377297926300294098281167805224453598,12.0,6,"[76, 90]",10 * 10
1,11,9039175890933980202432152605504860808,14.285714285714286,6,"[76, 86]",10 * 10
1,12,47185899963405717743687391445167133161,9.523809523809524,6,"[80, 89]",10 * 10
1,13,39171692104883780890125015885449012577,4.761904761904762,6,"[77, 85]",10 * 10
1,14,218505693553850584558741609730518944719,17.647058823529413,6,"[85, 90]",10 * 10
2,0,292613285173781229528051794614247058614,6.666666666666667,11,"[77, 89]",10 * 10
2,1,5102401968758634103010700826060317605,0.0,11,"[51, 65]",10 * 10
2,2,199586095824527802280524046362101315330,0.0,11,"[40, 43]",10 * 10
2,3,328868942061010184408623135771496907200,0.0,11,"[61, 78]",10 * 10
2,4,75485217349280156270032172798798255716,7.142857142857143,11,"[77, 87]",10 * 10
2,5,126231434114375962539323079820769775519,0.0,11,"[71, 84]",10 * 10
2,6,31258503455941082407199853015139792723,21.73913043478261,11,"[79, 89]",10 * 10
2,7,138399081318633425130694737540094435435,0.0,11,"[65, 79]",10 * 10
2,8,290988095424077116033828024141361110256,0.0,11,"[73, 84]",10 * 10
2,9,240498816134164370351098349741282997313,0.0,11,"[60, 71]",10 * 10
2,10,42102265419538243159230222821009665293,0.0,11,"[67, 83]",10 * 10
2,11,158755657442090099440491859531458886278,26.08695652173913,11,"[71, 90]",10 * 10
2,12,191783336498765857218530133781784210476,6.666666666666667,11,"[72, 89]",10 * 10
2,13,265712568141870210459875199958314877782,0.0,11,"[63, 78]",10 * 10
2,14,48805085524813550147849206686596045105,0.0,11,"[38, 46]",10 * 10
3,0,146252077048624616963641623287395061028,0.0,16,"[35, 53]",10 * 10
3,1,288346966244275580468611522248002511493,6.666666666666667,16,"[76, 88]",10 * 10
3,2,331265246580125003510253750128156864860,0.0,16,"[41, 51]",10 * 10
3,3,12655922054463285359866447639488563361,0.0,16,"[58, 73]",10 * 10
3,4,81315151314305757947113574976628947128,11.11111111111111,16,"[72, 91]",10 * 10
3,5,105895991309410703622906989805022865237,0.0,16,"[39, 51]",10 * 10
3,6,310130115804113422076131906347858283957,0.0,16,"[41, 55]",10 * 10
3,7,221153469640392555131146438482531589439,0.0,16,"[31, 43]",10 * 10
3,8,83262183010199866734813620555908935322,0.0,16,"[33, 50]",10 * 10
3,9,289507530636742609122510886539967278847,0.0,16,"[48, 66]",10 * 10
3,10,107999685595699193609732078816622833451,3.8461538461538463,16,"[71, 91]",10 * 10
3,11,335340466639332875557886068881670177976,0.0,16,"[38, 51]",10 * 10
3,12,89218279656561299892487853147491722089,6.25,16,"[73, 89]",10 * 10
3,13,56085404555634787340466224609592934547,0.0,16,"[34, 51]",10 * 10
3,14,20234572951812487639769704949114907738,0.0,16,"[68, 77]",10 * 10
4,0,2116140445906348670809426804634324952,0.0,20,"[27, 40]",10 * 10
4,1,43342526310493596300832384755403396148,0.0,20,"[36, 45]",10 * 10
4,2,330546956912944227917722529404703873042,0.0,20,"[47, 57]",10 * 10
4,3,179509190262259699448716936289017538371,6.25,20,"[75, 87]",10 * 10
4,4,40117749199265159863695652093154215749,0.0,20,"[43, 56]",10 * 10
4,5,524958360603040753159835420989433316,0.0,20,"[31, 41]",10 * 10
4,6,186212671691806813560084670484669962251,0.0,20,"[53, 74]",10 * 10
4,7,171935885196005284161150676543619974970,0.0,20,"[47, 61]",10 * 10
4,8,53769532311670009476316175503493075479,0.0,20,"[55, 65]",10 * 10
4,9,164563629367381437578094908881828889605,0.0,20,"[60, 77]",10 * 10
4,10,277856602322496212619510950849379666984,0.0,20,"[74, 87]",10 * 10
4,11,111242455426940445386197752972700521700,0.0,20,"[40, 51]",10 * 10
4,12,256324505220976255067685208400289056886,0.0,20,"[35, 45]",10 * 10
4,13,92371095246678121575729004499585927634,0.0,20,"[40, 57]",10 * 10
4,14,233759311429028337800104461609144109012,4.166666666666667,20,"[70, 90]",10 * 10
