sample_id,iteration,seed,cleaned_cells,num_agents,min_moves,max_moves,size
0,0,154159257976800655180705172715740666625,60.73446327683616,1,1731,1731,40 * 40
0,1,219201114690189060827617482936237623399,63.29113924050633,1,1711,1711,40 * 40
0,2,148052603943802835698454677893858268478,67.13780918727915,1,1720,1720,40 * 40
0,3,10016194755147583830739155387349212405,57.27554179566563,1,1775,1775,40 * 40
0,4,47930812886664401647555630159847087738,70.06369426751593,1,1721,1721,40 * 40
0,5,85133227126978871124823579575731930394,53.246753246753244,1,1739,1739,40 * 40
0,6,130996889985744904479400666337199271536,54.12541254125413,1,1772,1772,40 * 40
0,7,285696539766747485351280374181644366453,63.75,1,1728,1728,40 * 40
0,8,144322901282786667403654094454223742441,63.69047619047619,1,1764,1764,40 * 40
0,9,17005498833993073260636720914451348053,73.9413680781759,1,1760,1760,40 * 40
1,0,229747369215368072114546033190661654545,14.244186046511627,6,1749,1783,40 * 40
1,1,245379266078442618966945045238795970901,15.950920245398773,6,1707,1747,40 * 40
1,2,59099358324495465284490239627369513703,12.903225806451612,6,1729,1774,40 * 40
1,3,141783303398749537247366004595338928089,12.580645161290322,6,1714,1765,40 * 40
1,4,204149443778665719659727908437890366812,4.848484848484849,6,1722,1781,40 * 40
1,5,158742798612340486335750759913207610557,7.4766355140186915,6,1727,1772,40 * 40
1,6,260771814928585150359312795732907959182,10.903426791277258,6,1747,1787,40 * 40
1,7,273866639427938554351400990353740441854,18.61198738170347,6,1738,1775,40 * 40
1,8,13981966436350545521649111814189715958,16.927899686520377,6,1739,1770,40 * 40
1,9,155181985858553874573749261657868829622,5.13595166163142,6,1737,1786,40 * 40
2,0,304680316042604051092832930880932968702,0.2932551319648094,11,1719,1793,40 * 40
2,1,171266000962375039312596861970522211580,1.2861736334405145,11,1724,1771,40 * 40
2,2,14664487510632373301461187776589661696,3.134796238244514,11,1718,1771,40 * 40
2,3,29375680409949192356491042256585309731,0.5934718100890207,11,1719,1768,40 * 40
2,4,173156462454876785657811991402141757088,10.576923076923077,11,1722,1795,40 * 40
2,5,179335904450059637901505828731816980464,2.028985507246377,11,1717,1774,40 * 40
2,6,15725128997487668203808813163159263844,0.8620689655172413,11,1727,1779,40 * 40
2,7,80378571223109974077344001475582543845,1.524390243902439,11,1729,1783,40 * 40
2,8,15306176761765551971713412245939103350,2.7027027027027026,11,1743,1772,40 * 40
2,9,308299168797704176909084669919322702210,1.3157894736842106,11,1737,1772,40 * 40
3,0,34773331024832923999887281004601184941,0.6024096385542169,16,1732,1772,40 * 40
3,1,320747848309112873461581556531367258866,0.0,16,1514,1582,40 * 40
3,2,143120799117927371984294193753299211738,0.31645569620253167,16,1711,1769,40 * 40
3,3,60092391197063171369701915115191832192,0.0,16,1576,1626,40 * 40
3,4,58305308724836365376519879594040837708,3.4482758620689653,16,1719,1785,40 * 40
3,5,235976570185201925406339746950156638354,0.30864197530864196,16,1717,1787,40 * 40
3,6,326661443876342178565623833104329035178,0.9375,16,1701,1798,40 * 40
3,7,152094215213952279920927050524446385136,0.3021148036253776,16,1719,1784,40 * 40
3,8,73476516317520174435915281823956601031,0.0,16,1582,1632,40 * 40
3,9,271311957968087669930961389515465232053,0.30959752321981426,16,1724,1797,40 * 40
4,0,43627409184148225918143925521579380579,0.0,20,1184,1239,40 * 40
4,1,156192953553652685747860130993548173864,0.0,20,1532,1607,40 * 40
4,2,267847496895419143266144944597542085571,0.3194888178913738,20,1721,1773,40 * 40
4,3,88099789803512919406517799408538166728,0.9174311926605505,20,1720,1785,40 * 40
4,4,261958429976417167150692853559896587030,0.0,20,1645,1717,40 * 40
4,5,176373628835540674930283775907398257813,0.5813953488372093,20,1722,1788,40 * 40
4,6,223288363708456287300742475778825695654,0.0,20,1555,1619,40 * 40
4,7,161769769804589295406899223208026378280,0.0,20,1605,1673,40 * 40
4,8,59207745860361720668180999051530655614,0.30959752321981426,20,1731,1808,40 * 40
4,9,98893522708671306196179877473063491598,0.0,20,1504,1570,40 * 40
