sample_id,iteration,seed,cleaned_cells,num_agents,min_max_movements
0,0,105392401417269608899084774928827154848,80.95238095238095,1,"[78, 78]"
0,1,89810143637056455335778273661235175100,58.8235294117647,1,"[79, 79]"
0,2,260891273087365176177488523262871506009,60.0,1,"[82, 82]"
0,3,212239351215196317034538806942228452746,56.0,1,"[85, 85]"
0,4,261294782271739979693137121450683940224,68.75,1,"[81, 81]"
0,5,156653463349399820344498806229679468529,83.33333333333333,1,"[76, 76]"
0,6,134427737330298313064547308568555975357,47.05882352941177,1,"[86, 86]"
0,7,60080656941493032642794744217209482159,72.72727272727273,1,"[82, 82]"
0,8,154310620367654085772554137731054306470,52.0,1,"[80, 80]"
0,9,76073473273010165859816281202150731221,75.0,1,"[71, 71]"
1,0,149797335476140772532724697569550650637,16.666666666666668,6,"[72, 87]"
1,1,232205162539000114539138612295595401472,0.0,6,"[66, 71]"
1,2,142203805175753685138583140438521598371,4.3478260869565215,6,"[75, 87]"
1,3,185255438069386301541018854487764082624,15.0,6,"[73, 87]"
1,4,127701487449568926194499341623334817905,0.0,6,"[52, 60]"
1,5,188530943260385404021420799537390580145,0.0,6,"[62, 68]"
1,6,177531156183206993330398385815948306311,14.285714285714286,6,"[75, 87]"
1,7,263691276705838252126664951157188383372,5.882352941176471,6,"[73, 89]"
1,8,23556795979810234883418678999528872905,20.0,6,"[78, 83]"
1,9,166189493737946905613157826548920496758,22.727272727272727,6,"[78, 89]"
2,0,280583974282471953289841782767517546341,0.0,11,"[44, 59]"
2,1,10078802864628673519686764687301593270,0.0,11,"[66, 78]"
2,2,259028599680491249850597546928682527143,0.0,11,"[55, 66]"
2,3,146308699760929673139302399899487497388,0.0,11,"[65, 74]"
2,4,165669883229427788921078812291477351589,0.0,11,"[41, 49]"
2,5,125333159849698415484945561612429597400,0.0,11,"[53, 60]"
2,6,26104809691822352118154906771104477445,0.0,11,"[62, 73]"
2,7,226498101341187000859519217717624042224,0.0,11,"[50, 55]"
2,8,205650695868293750211106821022029225014,3.8461538461538463,11,"[74, 88]"
2,9,65620784374738813784734852971154296224,0.0,11,"[41, 48]"
3,0,36950497099694587267860697576066517873,0.0,16,"[49, 62]"
3,1,54109197073732192620700380185008269201,0.0,16,"[66, 83]"
3,2,326548940993381008366816098646674459552,0.0,16,"[49, 62]"
3,3,185792719946751070841495330560500993574,0.0,16,"[54, 71]"
3,4,154101656110149400311280875375206406706,0.0,16,"[57, 69]"
3,5,235434041930110612781051263435220338321,5.882352941176471,16,"[70, 91]"
3,6,43541268944934372711898554162268193403,0.0,16,"[48, 64]"
3,7,207324454215032909252625975522862800653,0.0,16,"[38, 48]"
3,8,160944231959151177010214992748226411099,0.0,16,"[73, 86]"
3,9,113295646281075074758282415171535364612,0.0,16,"[40, 52]"
4,0,160150574206453243723072154334175553014,0.0,20,"[30, 46]"
4,1,334929019648910578431399170359115733835,0.0,20,"[47, 64]"
4,2,163021188709259569711529537300631563885,0.0,20,"[32, 44]"
4,3,10958317074774369981937530269697306712,0.0,20,"[46, 60]"
4,4,265072510396618257561916029881383381199,0.0,20,"[38, 54]"
4,5,120719826404579160203341203088453841202,0.0,20,"[55, 69]"
4,6,259036485547667119441355817474976243554,0.0,20,"[33, 44]"
4,7,328805627803424723100318985356355622744,0.0,20,"[62, 81]"
4,8,334240608416308899916779639387253498187,0.0,20,"[40, 48]"
4,9,39681434128864226197451133879189404738,0.0,20,"[18, 28]"
