sample_id,iteration,seed,cleaned_cells,num_agents,min_moves,max_moves,total_steps,size
0,0,252413750029393017618284917068830081678,4.225352112676056,1,4346,4346,5000,20 * 20
0,1,239001601165773641027486326945420276824,1.639344262295082,1,4370,4370,5000,20 * 20
0,2,102363205693114836053000876014818047950,1.408450704225352,1,4280,4280,5000,20 * 20
0,3,284862959947594920112249106971226812667,1.075268817204301,1,4336,4336,5000,20 * 20
0,4,303034401762105270650155091614757418172,0.0,1,2851,2851,3337,20 * 20
0,5,260259355352556443276000671309585642999,0.0,1,2780,2780,3181,20 * 20
0,6,323209281133569219677284463254391304238,6.410256410256411,1,4349,4349,5000,20 * 20
0,7,191991007467907768062762585875963794073,0.0,1,2822,2822,3230,20 * 20
0,8,141641507818424280054336472843305315686,2.4691358024691357,1,4340,4340,5000,20 * 20
0,9,226547391782621708012432559424934766026,2.2988505747126435,1,4339,4339,5000,20 * 20
1,0,157164047763260335482411588450300282457,0.0,6,828,862,988,20 * 20
1,1,327491278798960433732262881503730955734,0.0,6,925,943,1084,20 * 20
1,2,26278800353131300701654096102477826393,0.0,6,880,918,1060,20 * 20
1,3,93273560446129285745242743076179098972,0.0,6,545,573,647,20 * 20
1,4,109935210019628094849895351041079469165,0.0,6,933,969,1108,20 * 20
1,5,338210494441631983288106230785693444535,0.0,6,656,687,775,20 * 20
1,6,260006939669048611385293567941150090602,0.0,6,990,1043,1164,20 * 20
1,7,297378378884643562466500277068411829697,0.0,6,820,842,958,20 * 20
1,8,185211181468080045659197921613301267413,0.0,6,1346,1387,1593,20 * 20
1,9,304144359073725602521188158803416509685,0.0,6,910,953,1067,20 * 20
2,0,33173946152501755659161546346357481280,0.0,11,652,676,760,20 * 20
2,1,71687075902507758732233497319158553481,0.0,11,223,239,269,20 * 20
2,2,298876741370685645664926735527239743881,0.0,11,531,557,630,20 * 20
2,3,188406933624825636474622419406655425236,0.0,11,331,382,420,20 * 20
2,4,173653345404269954870278736246370795138,0.0,11,1163,1218,1391,20 * 20
2,5,113615537654721419083751676779889579826,0.0,11,415,444,498,20 * 20
2,6,52066983956918187962605352893928952020,0.0,11,469,503,561,20 * 20
2,7,44288183728525381737571520752513492833,0.0,11,265,293,334,20 * 20
2,8,256354455005029036261877858448118689067,0.0,11,387,411,460,20 * 20
2,9,4068487949645600750771512261282031228,0.0,11,543,579,648,20 * 20
3,0,55778665579068095951600337326878431196,0.0,16,249,276,309,20 * 20
3,1,2817143863353766003493470363815153320,0.0,16,411,465,514,20 * 20
3,2,45042349318028161185171127929791862494,0.0,16,342,371,414,20 * 20
3,3,306642369611010363273962523717359008725,0.0,16,277,302,332,20 * 20
3,4,276406682424022504159706758729983310452,0.0,16,237,271,299,20 * 20
3,5,46878532109322315025789820301437817524,0.0,16,360,397,441,20 * 20
3,6,8303641261081717606411272240735317599,0.0,16,298,322,357,20 * 20
3,7,72872757372237913669173879890273067220,0.0,16,493,533,602,20 * 20
3,8,336560526724029586381185946861741760051,0.0,16,390,443,495,20 * 20
3,9,339616736128380800696945378709067876848,0.0,16,451,492,538,20 * 20
4,0,164545345606536038374956235160041524394,0.0,20,235,251,286,20 * 20
4,1,322102179181224818916136447137695710693,0.0,20,237,269,292,20 * 20
4,2,270605958370915621662607452904199934130,0.0,20,216,246,274,20 * 20
4,3,115720786398789666274270372755777451865,0.0,20,268,298,330,20 * 20
4,4,246869940633618718323497150044537780284,0.0,20,308,336,371,20 * 20
4,5,118951974964668713247412852186125042737,0.0,20,231,252,280,20 * 20
4,6,35847189616781726290522003956761443341,0.0,20,214,249,276,20 * 20
4,7,187066105405522355539686606333573542155,0.0,20,205,235,256,20 * 20
4,8,161998105588570985966568162877972560423,0.0,20,374,410,453,20 * 20
4,9,191759546288532441206880586124639257276,0.0,20,309,345,383,20 * 20
