sample_id,iteration,seed,cleaned_cells,num_agents,min_max_movements,size
0,0,237164676980462786276674453590127883213,83.33333333333333,1,"[92, 92]",20 * 20
0,1,98272961758482702143932758508594625139,90.21739130434783,1,"[83, 83]",20 * 20
0,2,115792075171336246647163696403494163210,91.42857142857143,1,"[84, 84]",20 * 20
0,3,276737289955285300979817747718191072778,87.5,1,"[88, 88]",20 * 20
0,4,289280148198053821116207626449537035063,87.87878787878788,1,"[85, 85]",20 * 20
0,5,149528363107423098407605765129241167510,94.20289855072464,1,"[80, 80]",20 * 20
0,6,24361178126170264214158340632213719116,83.13253012048193,1,"[88, 88]",20 * 20
0,7,130884829010059963261199503933571887374,88.23529411764706,1,"[86, 86]",20 * 20
0,8,179961831032698866568300621625418422705,89.65517241379311,1,"[90, 90]",20 * 20
0,9,202281068284992294738196879710809651287,93.67088607594937,1,"[90, 90]",20 * 20
1,0,115537186994381300806093127558330239409,69.66292134831461,6,"[80, 92]",20 * 20
1,1,277262938362324726823061078561133902108,74.72527472527473,6,"[80, 88]",20 * 20
1,2,250147091116530526002398782862794712808,57.5,6,"[80, 89]",20 * 20
1,3,147920806149865637040023944177942625571,70.23809523809524,6,"[80, 86]",20 * 20
1,4,64384611176228778668618410798766342806,77.38095238095238,6,"[82, 90]",20 * 20
1,5,54793198849447165164849895530709461806,83.11688311688312,6,"[78, 86]",20 * 20
1,6,90401554214884231233256425768623484974,77.14285714285714,6,"[77, 89]",20 * 20
1,7,338801568445145306343505303378179346099,67.53246753246754,6,"[80, 92]",20 * 20
1,8,241590626843256133032280501417670680899,65.67164179104478,6,"[84, 87]",20 * 20
1,9,179570896437529810135021750151376153086,62.6865671641791,6,"[81, 87]",20 * 20
2,0,329280411841640791032634355613480148506,50.666666666666664,11,"[81, 92]",20 * 20
2,1,202233424900912300389711822011376387452,55.4054054054054,11,"[76, 92]",20 * 20
2,2,43984949173245643777543258736875094306,64.19753086419753,11,"[76, 90]",20 * 20
2,3,261632360982136028374854783763088952880,61.111111111111114,11,"[76, 92]",20 * 20
2,4,196821631138338996222109581401967411488,56.470588235294116,11,"[80, 91]",20 * 20
2,5,125653968366440413780843268358719957829,58.53658536585366,11,"[77, 91]",20 * 20
2,6,16921466769198863850479398978676716366,43.18181818181818,11,"[82, 89]",20 * 20
2,7,153180369199306751247775801807372622564,40.0,11,"[81, 89]",20 * 20
2,8,266841043854100256027051445802296733795,57.83132530120482,11,"[78, 92]",20 * 20
2,9,282443100754594233264096172748699246372,46.05263157894737,11,"[83, 94]",20 * 20
3,0,14178085169073989713265166969355466239,33.80281690140845,16,"[80, 93]",20 * 20
3,1,180834023998504700651005691320356472603,37.878787878787875,16,"[74, 91]",20 * 20
3,2,309804648102396974059516859318056111893,56.470588235294116,16,"[79, 91]",20 * 20
3,3,137468612593225190325687329492537422917,53.333333333333336,16,"[77, 92]",20 * 20
3,4,76618797913102827685730327155100847666,50.0,16,"[74, 89]",20 * 20
3,5,90231816638185389371989404794786689712,55.12820512820513,16,"[79, 96]",20 * 20
3,6,321357526507519682104390666954851886399,49.438202247191015,16,"[82, 91]",20 * 20
3,7,26070538160734465581559203981036900885,41.25,16,"[82, 92]",20 * 20
3,8,312836103144478069148517375808592285449,63.63636363636363,16,"[79, 89]",20 * 20
3,9,314880640023564517353429066955784288092,48.35164835164835,16,"[81, 93]",20 * 20
4,0,131997745397266015268287702206902534509,48.23529411764706,20,"[79, 93]",20 * 20
4,1,141270138992965875180212105867721051293,44.943820224719104,20,"[73, 90]",20 * 20
4,2,61134547934564671926025981232048290711,54.02298850574713,20,"[71, 94]",20 * 20
4,3,283249993946797886425032986117046781293,40.25974025974026,20,"[75, 91]",20 * 20
4,4,38950176884134144855675623637810570337,45.070422535211264,20,"[76, 89]",20 * 20
4,5,329392763998503486177986950753549444900,43.61702127659574,20,"[74, 94]",20 * 20
4,6,274046544434980643161685232025788503140,37.68115942028985,20,"[76, 93]",20 * 20
4,7,141577312380573545246696657992984428113,33.69565217391305,20,"[76, 93]",20 * 20
4,8,302362497951923770245838899388717031682,50.63291139240506,20,"[76, 95]",20 * 20
4,9,177640834311726603294936650911240860520,42.30769230769231,20,"[76, 91]",20 * 20
