sample_id,iteration,seed,cleaned_cells,agents
0,0,35903598423779322784078344434540545816,57.89473684210526,[87]
0,1,147294542081141167455901199598954828672,73.91304347826087,[84]
0,2,54248094992873755269807537049072922748,90.0,[72]
0,3,232120655208574910897237839935305653967,56.25,[84]
0,4,62265972551369413072133882919395251388,65.0,[87]
0,5,190110856180174214598726375946353390407,54.54545454545455,[78]
0,6,213660308005856012423284375441387805412,64.70588235294117,[74]
0,7,65204971094075863339356542664423801938,69.56521739130434,[85]
0,8,121553500995712795329366823778390215952,59.25925925925926,[83]
0,9,244751828826118062145948051265137913848,72.72727272727273,[83]
0,10,27729026843157157956299653709716515911,48.0,[83]
0,11,132710165441966382430234906199080196749,52.63157894736842,[87]
0,12,64004160253090510789450811366716919838,57.142857142857146,[88]
0,13,334041774846400502062655081964012173206,63.1578947368421,[89]
0,14,25587681781970419463145547488928097690,58.8235294117647,[79]
0,15,260838217906684376280232561931840762607,79.3103448275862,[77]
0,16,190094856816246789095704874689078987997,71.42857142857143,[82]
0,17,145093378474993023494735149371309694149,63.63636363636363,[77]
0,18,148916704981119837820735072297544473763,51.851851851851855,[81]
0,19,296364481739658534439358818718226877814,62.5,[83]
0,20,316323130487975743473663692940348183267,50.0,[88]
0,21,71613766442536250432736323512428553905,82.3529411764706,[87]
0,22,47930207276348279052015752879355333932,65.0,[88]
0,23,311481098785592739957634793860436712514,63.63636363636363,[87]
0,24,156686253625976349328263010734062687736,69.23076923076923,[79]
0,25,193814633180110731567066732267790209721,66.66666666666667,[78]
0,26,120126441847307186074057393954903389657,47.36842105263158,[84]
0,27,218342724338558002686096154655350724960,85.0,[87]
0,28,298739451817037953348026626534294881401,78.94736842105263,[75]
0,29,60776617201281813078738149826855775147,56.25,[85]
1,0,142938483246724884946244685967762444547,15.0,"[82, 84, 79, 92, 85, 86]"
1,1,51039381296557317483648645290041734534,5.882352941176471,"[78, 84, 87, 78, 86, 78]"
1,2,270515495602023401059746559452150462648,5.882352941176471,"[80, 81, 78, 75, 83, 83]"
