sample_id,iteration,seed,cleaned_cells,num_agents,min_moves,max_moves,size
0,0,222343100790893764126950181297432058401,72.89719626168224,1,1751,1751,40 * 40
0,1,290441940997850217835425540908605598213,61.58730158730159,1,1757,1757,40 * 40
0,2,329016661167657668945673817046830601970,66.25766871165644,1,1746,1746,40 * 40
0,3,269585850070650177091361908803212048544,61.06194690265487,1,1775,1775,40 * 40
0,4,227323991800489163317743371359307802021,62.738853503184714,1,1751,1751,40 * 40
0,5,213669486195909806759398257343706730082,63.541666666666664,1,1777,1777,40 * 40
0,6,75315319010946467904350582089490049317,61.37071651090343,1,1754,1754,40 * 40
0,7,136094378699789181414766716110613994043,65.92178770949721,1,1738,1738,40 * 40
0,8,298039457598283585479825553262146257722,62.46153846153846,1,1757,1757,40 * 40
0,9,33350364379535269280033563359954658663,59.7444089456869,1,1762,1762,40 * 40
1,0,273561918652676383493999894049857752781,4.487179487179487,6,1738,1774,40 * 40
1,1,26933621316959763444140278105444734709,20.238095238095237,6,1734,1773,40 * 40
1,2,155812593007808305318428795692686577356,8.181818181818182,6,1745,1784,40 * 40
1,3,274313627192114183705477982545825228640,9.803921568627452,6,1706,1761,40 * 40
1,4,117631831297883761230018286994217192014,8.860759493670885,6,1715,1777,40 * 40
1,5,91731954859862851731242965151200755183,15.646258503401361,6,1719,1759,40 * 40
1,6,22351706407968625639669646511440252694,6.752411575562701,6,1716,1766,40 * 40
1,7,330086049549006577198773228180520304602,14.197530864197532,6,1724,1786,40 * 40
1,8,136784258640369197522932546910110656010,4.777070063694268,6,1726,1771,40 * 40
1,9,111572598859409917432621244407875848805,19.867549668874172,6,1735,1752,40 * 40
2,0,118131339480628378748211380863921202719,2.5236593059936907,11,1706,1794,40 * 40
2,1,317891855051665290014330006941198973822,2.6402640264026402,11,1726,1770,40 * 40
2,2,120502295967180579884463326771843503955,7.763975155279503,11,1728,1767,40 * 40
2,3,38514813390869268955080703229977733493,0.6211180124223602,11,1714,1766,40 * 40
2,4,191875965189611807217022573182219589126,5.7507987220447285,11,1727,1779,40 * 40
2,5,63947725625459781292925651037987378310,11.676646706586826,11,1706,1777,40 * 40
2,6,261015128087137017336389174996751508312,0.0,11,1670,1725,40 * 40
2,7,34975942022283184664771306576027970774,6.58307210031348,11,1716,1761,40 * 40
2,8,280524383999044078729183279902238782247,3.389830508474576,11,1728,1767,40 * 40
2,9,60415705468238952747160364768695138635,6.5476190476190474,11,1732,1781,40 * 40
3,0,135005961513975215716699059302169134474,0.31746031746031744,16,1691,1784,40 * 40
3,1,25935311652734783561491239482497426373,0.0,16,1410,1477,40 * 40
3,2,18840934225554739116435421663012667920,0.3246753246753247,16,1724,1780,40 * 40
3,3,133461587214069185408404199262281420183,0.33783783783783783,16,1727,1770,40 * 40
3,4,332689000352428315253261546264863736486,0.0,16,1182,1222,40 * 40
3,5,19863089912745611715878234326992350563,0.6711409395973155,16,1718,1788,40 * 40
3,6,36442458377787876329802421738869435682,0.9836065573770492,16,1723,1796,40 * 40
3,7,279577825960235874976496266284418280049,0.31746031746031744,16,1702,1786,40 * 40
3,8,269319200099284362719597964552220951430,0.0,16,1490,1562,40 * 40
3,9,132846020253282227987863313136622795208,0.0,16,1420,1475,40 * 40
4,0,69092133997962831342455857598175562956,0.0,20,1294,1349,40 * 40
4,1,33066305553239783963587464313112801486,0.0,20,1379,1442,40 * 40
4,2,46824745268234147824394708016527224293,0.0,20,1656,1758,40 * 40
4,3,84455874944311456451356967440775125700,0.0,20,1485,1547,40 * 40
4,4,290040123157873030803162554881550459628,0.0,20,1533,1604,40 * 40
4,5,324890369018126066441691958897241273670,1.2658227848101267,20,1702,1780,40 * 40
4,6,279541411255860919474366272578501418455,0.974025974025974,20,1728,1773,40 * 40
4,7,318296453386293076435812967549660608588,0.0,20,1655,1692,40 * 40
4,8,210704877366281921610690675839056947317,0.0,20,1374,1418,40 * 40
4,9,16931320061163443898449897750416521853,0.0,20,1381,1445,40 * 40
